d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.350678865E+00 1.280835548E+00 6.984331700E-02 1.348748865E+00 1.280429500E+00 6.831936500E-02 1.930000000E-03 4.060480000E-04
150 295 1.348434271E+00 1.280179892E+00 6.825437900E-02 1.346594734E+00 1.279805709E+00 6.678902500E-02 1.839537000E-03 3.741830000E-04
150 300 1.346859927E+00 1.280500931E+00 6.635899600E-02 1.345134960E+00 1.280157537E+00 6.497742300E-02 1.724967000E-03 3.433940000E-04
150 305 1.346154552E+00 1.281278791E+00 6.487576100E-02 1.344562019E+00 1.280972573E+00 6.358944600E-02 1.592533000E-03 3.062180000E-04
150 310 1.346426851E+00 1.283408931E+00 6.301792000E-02 1.344975278E+00 1.283126655E+00 6.184862300E-02 1.451573000E-03 2.822760000E-04
150 315 1.347620953E+00 1.286221928E+00 6.139902500E-02 1.346310279E+00 1.285956418E+00 6.035386100E-02 1.310674000E-03 2.655100000E-04
150 320 1.349726356E+00 1.289148928E+00 6.057742800E-02 1.348548316E+00 1.288899889E+00 5.964842700E-02 1.178040000E-03 2.490390000E-04
150 325 1.352481195E+00 1.292652674E+00 5.982852100E-02 1.351420705E+00 1.292404961E+00 5.901574400E-02 1.060490000E-03 2.477130000E-04
150 330 1.355805694E+00 1.296147599E+00 5.965809500E-02 1.354841716E+00 1.295892451E+00 5.894926500E-02 9.639780000E-04 2.551480000E-04
150 335 1.359812204E+00 1.299277925E+00 6.053427900E-02 1.358920673E+00 1.299009369E+00 5.991130400E-02 8.915310000E-04 2.685560000E-04
150 340 1.364035906E+00 1.302442687E+00 6.159321900E-02 1.363188631E+00 1.302146491E+00 6.104214000E-02 8.472750000E-04 2.961960000E-04
180 290 1.350087468E+00 1.280491923E+00 6.959554500E-02 1.348184275E+00 1.280085402E+00 6.809887300E-02 1.903193000E-03 4.065210000E-04
180 295 1.347718804E+00 1.279730577E+00 6.798822700E-02 1.345907686E+00 1.279356457E+00 6.655122900E-02 1.811118000E-03 3.741200000E-04
180 300 1.346256036E+00 1.280165075E+00 6.609096100E-02 1.344554265E+00 1.279808451E+00 6.474581400E-02 1.701771000E-03 3.566240000E-04
180 305 1.345862354E+00 1.281305708E+00 6.455664600E-02 1.344299406E+00 1.281002812E+00 6.329659400E-02 1.562948000E-03 3.028960000E-04
180 310 1.346179584E+00 1.283432037E+00 6.274754700E-02 1.344755262E+00 1.283151896E+00 6.160336600E-02 1.424322000E-03 2.801410000E-04
180 315 1.347432965E+00 1.286249761E+00 6.118320400E-02 1.346147865E+00 1.285985325E+00 6.016254000E-02 1.285100000E-03 2.644360000E-04
180 320 1.349620978E+00 1.289203562E+00 6.041741600E-02 1.348467502E+00 1.288954714E+00 5.951278800E-02 1.153476000E-03 2.488480000E-04
180 325 1.352505384E+00 1.292733482E+00 5.977190200E-02 1.351467913E+00 1.292486260E+00 5.898165300E-02 1.037471000E-03 2.472220000E-04
180 330 1.355527557E+00 1.296422407E+00 5.910515000E-02 1.354585197E+00 1.296167527E+00 5.841767000E-02 9.423600000E-04 2.548800000E-04
