d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.026672586E+00 1.143981371E+00 -1.173087850E-01 1.026667637E+00 1.143974938E+00 -1.173073010E-01 4.949000000E-06 6.433000000E-06
150 1.524993176E+01 1.152352484E+00 1.003910165E+00 1.484423190E-01 1.152348836E+00 1.003908700E+00 1.484401360E-01 3.648000000E-06 1.465000000E-06
150 1.549996187E+01 1.229996627E+00 1.229663463E+00 3.331640000E-04 1.229987299E+00 1.229648016E+00 3.392830000E-04 9.328000000E-06 1.544700000E-05
150 1.574996808E+01 1.263924120E+00 1.244000839E+00 1.992328100E-02 1.263905757E+00 1.243977706E+00 1.992805100E-02 1.836300000E-05 2.313300000E-05
150 1.600000000E+01 1.285105423E+00 1.256652272E+00 2.845315100E-02 1.285070010E+00 1.256618232E+00 2.845177800E-02 3.541300000E-05 3.404000000E-05
150 1.624993176E+01 1.303172549E+00 1.266015072E+00 3.715747700E-02 1.303102896E+00 1.265965717E+00 3.713717900E-02 6.965300000E-05 4.935500000E-05
150 1.649996187E+01 1.321235462E+00 1.274185239E+00 4.705022300E-02 1.321096020E+00 1.274114118E+00 4.698190200E-02 1.394420000E-04 7.112100000E-05
150 1.674996808E+01 1.343237896E+00 1.286208582E+00 5.702931400E-02 1.342956376E+00 1.286107296E+00 5.684908000E-02 2.815200000E-04 1.012860000E-04
150 1.700000000E+01 1.366427447E+00 1.304509568E+00 6.191787900E-02 1.365860808E+00 1.304367253E+00 6.149355500E-02 5.666390000E-04 1.423150000E-04
180 1.500000000E+01 1.026840172E+00 1.139963900E+00 -1.131237280E-01 1.026835338E+00 1.139955640E+00 -1.131203020E-01 4.834000000E-06 8.260000000E-06
180 1.524993176E+01 1.150974784E+00 1.205442827E+00 -5.446804300E-02 1.150969850E+00 1.205431622E+00 -5.446177200E-02 4.934000000E-06 1.120500000E-05
180 1.549996187E+01 1.228113821E+00 1.228791100E+00 -6.772790000E-04 1.228103907E+00 1.228775549E+00 -6.716420000E-04 9.914000000E-06 1.555100000E-05
