d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.024849650E+00 1.015868872E+00 8.980778000E-03 1.024582307E+00 1.015765215E+00 8.817092000E-03 2.673430000E-04 1.036570000E-04
150 1.524993176E+01 1.014440375E+00 1.002360779E+00 1.207959600E-02 1.014223895E+00 1.002317617E+00 1.190627800E-02 2.164800000E-04 4.316200000E-05
150 1.549996187E+01 1.098771085E+00 1.211238857E+00 -1.124677720E-01 1.098764056E+00 1.210402307E+00 -1.116382510E-01 7.029000000E-06 8.365500000E-04
150 1.574996808E+01 1.208700614E+00 1.225507816E+00 -1.680720200E-02 1.207897760E+00 1.224243537E+00 -1.634577700E-02 8.028540000E-04 1.264279000E-03
150 1.600000000E+01 1.253538705E+00 1.233666674E+00 1.987203100E-02 1.251835742E+00 1.231901377E+00 1.993436500E-02 1.702963000E-03 1.765297000E-03
150 1.624993176E+01 1.277305225E+00 1.237022477E+00 4.028274800E-02 1.274293567E+00 1.234623850E+00 3.966971700E-02 3.011658000E-03 2.398627000E-03
150 1.649996187E+01 1.295276864E+00 1.238291556E+00 5.698530800E-02 1.290113225E+00 1.235073907E+00 5.503931800E-02 5.163639000E-03 3.217649000E-03
150 1.674996808E+01 1.314993588E+00 1.242579491E+00 7.241409700E-02 1.306199901E+00 1.238244352E+00 6.795554900E-02 8.793687000E-03 4.335139000E-03
150 1.700000000E+01 1.334862470E+00 1.253312142E+00 8.155032800E-02 1.320220935E+00 1.247583594E+00 7.263734100E-02 1.464153500E-02 5.728548000E-03
180 1.500000000E+01 1.023497428E+00 1.014075492E+00 9.421936000E-03 1.023280534E+00 1.013863600E+00 9.416934000E-03 2.168940000E-04 2.118920000E-04
180 1.524993176E+01 1.013145763E+00 1.159270169E+00 -1.461244060E-01 1.012976976E+00 1.158926054E+00 -1.459490780E-01 1.687870000E-04 3.441150000E-04
180 1.549996187E+01 1.079449263E+00 1.206341241E+00 -1.268919780E-01 1.079489260E+00 1.205567947E+00 -1.260786870E-01 -3.999700000E-05 7.732940000E-04
180 1.574996808E+01 1.199432218E+00 1.221419109E+00 -2.198689100E-02 1.198698927E+00 1.220231059E+00 -2.153213200E-02 7.332910000E-04 1.188050000E-03
180 1.600000000E+01 1.248242688E+00 1.229330037E+00 1.891265100E-02 1.246634388E+00 1.227644409E+00 1.898997900E-02 1.608300000E-03 1.685628000E-03
180 1.624993176E+01 1.273575439E+00 1.232548201E+00 4.102723800E-02 1.270711085E+00 1.230224481E+00 4.048660400E-02 2.864354000E-03 2.323720000E-03
180 1.649996187E+01 1.292785271E+00 1.233953918E+00 5.883135300E-02 1.287837957E+00 1.230792810E+00 5.704514700E-02 4.947314000E-03 3.161108000E-03
