fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 1.091795398E-13 2.298642240E-16 1.000000000E+20 1.201304372E+00 6.529353082E-17 6.979819207E-04 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 1.232698413E-12 1.689065377E-16 1.000000000E+20 1.212953907E+00 6.413451524E-17 9.539437160E-04 
002_290 002_290.dat 290 39.98 1.000000000E+00 1.397957006E-12 3.076193286E-16 1.000000000E+20 1.204649964E+00 9.526799151E-17 7.659442694E-04 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 4.557599671E-13 2.466796004E-16 1.000000000E+20 1.212809389E+00 9.412299891E-17 9.568516983E-04 
003_290 003_290.dat 290 39.98 1.000000000E+00 1.474016081E-14 4.203515923E-16 1.000000000E+20 1.206899263E+00 1.392623049E-16 8.214047058E-04 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 2.208751179E-13 3.594412755E-16 1.000000000E+20 1.212603859E+00 1.381246644E-16 9.611807370E-04 
004_290 004_290.dat 290 39.98 1.000000000E+00 5.329971853E-13 5.828977599E-16 1.000000000E+20 1.208321754E+00 2.038139342E-16 8.665167651E-04 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 3.682390449E-15 5.220320939E-16 1.000000000E+20 1.212315779E+00 2.026778228E-16 9.676577166E-04 
005_290 005_290.dat 290 39.98 1.000000000E+00 4.404775604E-01 8.156142848E-16 1.000000000E+20 1.209541486E+00 2.984631778E-16 9.067386105E-04 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 4.573073949E-02 7.546526475E-16 1.000000000E+20 1.211959571E+00 2.973581599E-16 9.775907317E-04 
006_290 006_290.dat 290 39.98 1.000000000E+00 9.771262329E-01 1.145237487E-15 1.000000000E+20 1.210694291E+00 4.371864416E-16 9.460618225E-04 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 7.953897918E-01 1.084319674E-15 1.000000000E+20 1.212353067E+00 4.360894662E-16 9.972142322E-04 
007_290 007_290.dat 290 39.98 1.000000000E+00 1.386618692E+00 1.605168637E-15 1.000000000E+20 1.211761303E+00 6.404268329E-16 9.882592086E-04 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 1.306276180E+00 1.544312168E-15 1.000000000E+20 1.212899443E+00 6.393385231E-16 1.025470244E-03 
008_290 008_290.dat 290 39.98 1.000000000E+00 1.688786818E+00 2.234361835E-15 1.000000000E+20 1.212863763E+00 9.380194304E-16 1.038707153E-03 
008_290_SRH 008_290_srh.dat 290 39.98 1.000000000E+00 1.653134974E+00 2.173578302E-15 1.000000000E+20 1.213623566E+00 9.369187033E-16 1.066171691E-03 
009_290 009_290.dat 290 39.98 1.000000000E+00 1.914172365E+00 3.073533649E-15 1.000000000E+20 1.213987875E+00 1.372998509E-15 1.103408270E-03 
009_290_SRH 009_290_srh.dat 290 39.98 1.000000000E+00 1.888570151E+00 3.012880835E-15 1.000000000E+20 1.214567022E+00 1.372336061E-15 1.124063246E-03 
010_290 010_290.dat 290 39.98 1.000000000E+00 2.062596172E+00 4.159138203E-15 1.000000000E+20 1.215363516E+00 2.009736473E-15 1.189235934E-03 
010_290_SRH 010_290_srh.dat 290 39.98 1.000000000E+00 2.051612899E+00 4.098616577E-15 1.000000000E+20 1.215758916E+00 2.009081977E-15 1.205204800E-03 
011_290 011_290.dat 290 39.98 1.000000000E+00 2.172315413E+00 5.516689241E-15 1.000000000E+20 1.216956524E+00 2.940664012E-15 1.302963192E-03 
011_290_SRH 011_290_srh.dat 290 39.98 1.000000000E+00 2.167994020E+00 5.456324863E-15 1.000000000E+20 1.217228445E+00 2.940024885E-15 1.315854280E-03 
012_290 012_290.dat 290 39.98 1.000000000E+00 2.253806578E+00 7.157387000E-15 1.000000000E+20 1.218750647E+00 4.303886954E-15 1.453935058E-03 
012_290_SRH 012_290_srh.dat 290 39.98 1.000000000E+00 2.252336531E+00 7.097198262E-15 1.000000000E+20 1.218938375E+00 4.303267795E-15 1.464665164E-03 
013_290 013_290.dat 290 39.98 1.000000000E+00 2.330243893E+00 9.088523826E-15 1.000000000E+20 1.220925972E+00 6.302525069E-15 1.647046217E-03 
013_290_SRH 013_290_srh.dat 290 39.98 1.000000000E+00 2.328207875E+00 9.028377943E-15 1.000000000E+20 1.221006064E+00 6.301568882E-15 1.656274005E-03 
014_290 014_290.dat 290 39.98 1.000000000E+00 2.392838258E+00 1.132372988E-14 1.000000000E+20 1.222858013E+00 9.224580060E-15 1.887918732E-03 
014_290_SRH 014_290_srh.dat 290 39.98 1.000000000E+00 2.391861362E+00 1.126376399E-14 1.000000000E+20 1.222913429E+00 9.223639025E-15 1.896155747E-03 
015_290 015_290.dat 290 39.98 1.000000000E+00 2.452510503E+00 1.390260412E-14 1.000000000E+20 1.224613192E+00 1.350203600E-14 2.180388756E-03 
015_290_SRH 015_290_srh.dat 290 39.98 1.000000000E+00 2.452015429E+00 1.384280442E-14 1.000000000E+20 1.224651507E+00 1.350110920E-14 2.187848468E-03 
016_290 016_290.dat 290 39.98 1.000000000E+00 2.590056277E+00 1.691336176E-14 1.000000000E+20 1.228815197E+00 1.983376591E-14 2.544546608E-03 
016_290_SRH 016_290_srh.dat 290 39.98 1.000000000E+00 2.595801605E+00 1.685511659E-14 1.000000000E+20 1.229022321E+00 1.983714357E-14 2.552836646E-03 
017_290 017_290.dat 290 39.98 1.000000000E+00 2.907144404E+00 2.051976132E-14 1.000000000E+20 1.239510255E+00 2.939093427E-14 3.036401894E-03 
017_290_SRH 017_290_srh.dat 290 39.98 1.000000000E+00 2.908888072E+00 2.046021350E-14 1.000000000E+20 1.239530104E+00 2.939010840E-14 3.042648026E-03 
018_290 018_290.dat 290 39.98 1.000000000E+00 3.075796648E+00 2.477089728E-14 1.000000000E+20 1.248662412E+00 4.467404010E-14 3.583169655E-03 
018_290_SRH 018_290_srh.dat 290 39.98 1.000000000E+00 3.077612264E+00 2.471137982E-14 1.000000000E+20 1.248675059E+00 4.467330341E-14 3.588720421E-03 
019_290 019_290.dat 290 39.98 1.000000000E+00 3.106796426E+00 2.974852007E-14 1.000000000E+20 1.249729095E+00 6.549053032E-14 4.064516015E-03 
019_290_SRH 019_290_srh.dat 290 39.98 1.000000000E+00 3.108278905E+00 2.968909061E-14 1.000000000E+20 1.249737781E+00 6.548980063E-14 4.069477076E-03 
