T d154 d184 d214 d244
d 150 180 210 240
290 1.214422567E+00 1.210832640E+00 1.208252301E+00 1.206028308E+00
295 1.211469668E+00 1.207830194E+00 1.204827377E+00 1.202090889E+00
300 1.204712231E+00 1.199817381E+00 1.195750216E+00 1.191800161E+00
305 1.188895460E+00 1.181370771E+00 1.174881438E+00 1.168783908E+00
310 1.155640181E+00 1.143266450E+00 1.132506858E+00 1.122701980E+00
315 1.091611847E+00 1.073025244E+00 1.055804468E+00 1.040842807E+00
320 1.013623852E+00 1.012237278E+00 1.011196577E+00 1.010380057E+00
325 1.014033324E+00 1.012881012E+00 1.012005580E+00 1.011307096E+00
330 1.016013673E+00 1.015042569E+00 1.014283681E+00 1.013659565E+00
335 1.020033305E+00 1.019200516E+00 1.018518412E+00 1.017930445E+00
340 1.026709346E+00 1.025986397E+00 1.025351938E+00 1.024768622E+00
