fname time Tem kT_1 I01 n1 Rsh1 I02 n2 Rsh2 Rs Iph Voc Isc Pm FF Vm Im dev 
00L1 27344 295 39.3 1.221856045E-15 1.425491929E+00 2.462883557E+07 1.000000000E-25 1.000000000E+01 2.794493195E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 7.651931540E-04 
00L2 27952 298 38.9 4.075086913E-15 1.455749071E+00 2.332168208E+07 1.000000000E-25 1.000000000E+01 2.374328356E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 7.387231108E-04 
00L3 28568 301 38.52 1.297461253E-13 1.544636503E+00 5.850492767E+07 1.000000000E-25 1.000000000E+01 1.941084218E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.314650617E-04 
00L4 29164 304 38.14 3.970349547E-10 1.592516924E+00 9.204940527E+09 1.000000000E-25 1.000000000E+01 1.624332952E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 4.345034470E-04 
00L5 29920 307 37.76 7.264504139E-10 1.625410692E+00 5.952471836E+09 1.000000000E-25 1.000000000E+01 1.379970237E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 4.619926315E-04 
00L6 30666 310 37.4 2.779286566E-10 1.630767982E+00 1.563332934E+09 1.000000000E-25 1.000000000E+01 1.212459590E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 6.693428535E-04 
00L7 31302 313 37.04 2.195768499E-09 1.649265254E+00 3.761057633E+09 1.000000000E-25 1.000000000E+01 1.079333200E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 7.099510113E-04 
00L8 32022 316 36.69 2.569764173E-10 1.647853944E+00 4.557892422E+08 1.000000000E-25 1.000000000E+01 9.893296423E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 8.391326743E-04 
00L9 32744 319 36.34 4.194737710E-11 1.632428894E+00 7.813973434E+07 1.000000000E-25 1.000000000E+01 9.208607710E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.011356232E-03 
0L10 33444 322 36.01 1.092557375E-10 1.629826273E+00 9.685691585E+07 1.000000000E-25 1.000000000E+01 8.588881272E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 9.967141019E-04 
0L11 34154 325 35.67 2.496357186E-10 1.630456026E+00 1.065746506E+08 1.000000000E-25 1.000000000E+01 8.095686474E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 8.944547227E-04 
0L12 34880 328 35.34 1.591969076E-10 1.618798435E+00 5.196420070E+07 1.000000000E-25 1.000000000E+01 7.747172624E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.026806969E-03 
0L13 35606 331 35.02 7.051864667E-11 1.594513102E+00 2.143175699E+07 1.000000000E-25 1.000000000E+01 7.550932822E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.120003136E-03 
0L14 36482 334 34.71 1.182239439E-10 1.591334931E+00 2.038639046E+07 1.000000000E-25 1.000000000E+01 7.234648484E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.168782468E-03 
0L15 39264 337 34.41 8.033174987E-11 1.580551912E+00 1.080181202E+07 1.000000000E-25 1.000000000E+01 7.113862316E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.461533499E-03 
0L16 40280 340.1 34.09 1.494437961E-10 1.573802467E+00 9.509628261E+06 1.000000000E-25 1.000000000E+01 6.665042352E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.545510223E-03 
DARK1 26722 295 39.3 1.567853530E-15 1.461557547E+00 1.493333986E+07 1.000000000E-25 1.000000000E+01 2.787114422E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 7.240924577E-04 
DARK10 32756 322 36 3.574382043E-11 1.651327464E+00 3.133851559E+07 1.000000000E-25 1.000000000E+01 8.609838851E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.182386411E-03 
DARK11 33456 325 35.67 6.557462586E-11 1.646551827E+00 3.212297076E+07 1.000000000E-25 1.000000000E+01 8.151282249E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.073610350E-03 
DARK12 34168 328 35.34 9.080238189E-11 1.636924568E+00 2.792432903E+07 1.000000000E-25 1.000000000E+01 7.756840516E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 9.904359903E-04 
DARK13 34894 331 35.02 5.609701469E-11 1.615400985E+00 1.452147264E+07 1.000000000E-25 1.000000000E+01 7.490224922E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.195592779E-03 
DARK14 35618 334 34.71 7.979203865E-11 1.608932994E+00 1.301098540E+07 1.000000000E-25 1.000000000E+01 7.294686838E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.296919322E-03 
DARK15 36494 336.9 34.41 1.354311806E-10 1.623727866E+00 1.129797169E+07 1.000000000E-25 1.000000000E+01 6.933585805E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.192387317E-03 
DARK16 39276 340.1 34.1 1.578256294E-10 1.604197040E+00 8.312443844E+06 1.000000000E-25 1.000000000E+01 6.602246359E+02 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 1.064875015E-03 
DARK2 27362 298 38.9 1.290284607E-14 1.510810188E+00 2.200479286E+07 1.000000000E-25 1.000000000E+01 2.353305376E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 7.216474444E-04 
DARK3 27974 301 38.52 1.355984589E-13 1.580662260E+00 3.406518792E+07 1.000000000E-25 1.000000000E+01 1.933728814E+03 0.000000000E+00 0.000000000E+00 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.550000000E+02 5.368843316E-04 
