N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.790510000E-04 -1.628176000E-03 -3.674009000E-03 -5.994570000E-03
1.016672606E+01 8.504450000E-04 -1.508778000E-03 -3.490271000E-03 -5.728751000E-03
1.033324570E+01 9.543740000E-04 -1.335642000E-03 -3.224987000E-03 -5.346823000E-03
1.049996187E+01 1.105052000E-03 -1.085970000E-03 -2.844803000E-03 -4.803372000E-03
1.066670514E+01 1.322271000E-03 -7.288350000E-04 -2.305887000E-03 -4.040808000E-03
1.083333839E+01 1.632847000E-03 -2.239120000E-04 -1.553774000E-03 -2.991915000E-03
1.100000000E+01 2.071680000E-03 4.780840000E-04 -5.271500000E-04 -1.589087000E-03
1.116672606E+01 2.681278000E-03 1.431244000E-03 8.313840000E-04 2.158980000E-04
1.133324570E+01 3.507991000E-03 2.683386000E-03 2.530898000E-03 2.409104000E-03
1.149996187E+01 4.592316000E-03 4.255974000E-03 4.588130000E-03 4.927045000E-03
1.166670514E+01 5.951345000E-03 6.117194000E-03 6.902258000E-03 7.567516000E-03
1.183333839E+01 7.555721000E-03 8.160543000E-03 9.263796000E-03 1.009603500E-02
1.200000000E+01 9.311804000E-03 1.021040900E-02 1.145119500E-02 1.227471700E-02
1.216672606E+01 1.106714600E-02 1.206754900E-02 1.327715700E-02 1.393354800E-02
1.233324570E+01 1.264937600E-02 1.357482900E-02 1.464862800E-02 1.511460000E-02
1.249996187E+01 1.392070100E-02 1.465786400E-02 1.553567900E-02 1.582524300E-02
1.266670514E+01 1.481071500E-02 1.531777600E-02 1.601226600E-02 1.617940500E-02
1.283333839E+01 1.531141000E-02 1.560196500E-02 1.614568100E-02 1.621341300E-02
1.300000000E+01 1.545453100E-02 1.557565600E-02 1.601147800E-02 1.602328100E-02
