N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.162500800E-02 6.954386900E-02 6.979212000E-02 6.978686500E-02
1.016672606E+01 7.141715400E-02 6.923509300E-02 6.936189800E-02 6.920029200E-02
1.033324570E+01 7.112291600E-02 6.880474900E-02 6.877247100E-02 6.841539900E-02
1.049996187E+01 7.071280900E-02 6.821788800E-02 6.796180200E-02 6.740634000E-02
1.066670514E+01 7.015347500E-02 6.744098100E-02 6.693379100E-02 6.616823700E-02
1.083333839E+01 6.941274200E-02 6.645210400E-02 6.569940400E-02 6.472138000E-02
1.100000000E+01 6.846919200E-02 6.525548300E-02 6.428912900E-02 6.313876500E-02
1.116672606E+01 6.732580700E-02 6.389608100E-02 6.276312900E-02 6.153319600E-02
1.133324570E+01 6.602395400E-02 6.246693000E-02 6.130422100E-02 6.011293100E-02
1.149996187E+01 6.465122000E-02 6.110251500E-02 6.005093600E-02 5.901635300E-02
1.166670514E+01 6.333654200E-02 5.995690900E-02 5.914089400E-02 5.833845300E-02
1.183333839E+01 6.223042000E-02 5.917149600E-02 5.869020600E-02 5.817793700E-02
1.200000000E+01 6.147247800E-02 5.883961000E-02 5.872171600E-02 5.849324800E-02
1.216672606E+01 6.115323000E-02 5.897845900E-02 5.919790500E-02 5.920084200E-02
1.233324570E+01 6.128288000E-02 5.952091400E-02 5.999008900E-02 6.014847800E-02
1.249996187E+01 6.178359400E-02 6.033503700E-02 6.096282700E-02 6.121203400E-02
1.266670514E+01 6.251348600E-02 6.126483200E-02 6.197244100E-02 6.224062400E-02
1.283333839E+01 6.331218800E-02 6.217003600E-02 6.289428400E-02 6.318393700E-02
1.300000000E+01 6.404118200E-02 6.294070600E-02 6.365038300E-02 6.392831100E-02
