T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.024080000E-04 1.457310000E-04 2.023830000E-04 2.677420000E-04 3.245430000E-04 3.978830000E-04 5.153110000E-04 6.924560000E-04 9.516570000E-04
295 9.130000000E-05 1.307320000E-04 1.864450000E-04 2.461010000E-04 3.082440000E-04 3.785040000E-04 4.867950000E-04 6.478070000E-04 8.825210000E-04
300 8.251500000E-05 1.212420000E-04 1.716240000E-04 2.334580000E-04 2.996240000E-04 3.716740000E-04 4.600420000E-04 6.068210000E-04 8.560270000E-04
305 7.433500000E-05 1.150480000E-04 1.655620000E-04 2.263230000E-04 2.947940000E-04 3.727170000E-04 4.652390000E-04 6.116510000E-04 8.277270000E-04
310 6.603700000E-05 1.119330000E-04 1.646420000E-04 2.287380000E-04 3.126990000E-04 3.866420000E-04 4.897770000E-04 6.348750000E-04 8.546160000E-04
315 5.134000000E-05 1.095080000E-04 1.671190000E-04 2.355090000E-04 3.359050000E-04 4.188740000E-04 5.259060000E-04 6.796340000E-04 9.144970000E-04
320 1.853900000E-05 1.059750000E-04 1.760990000E-04 2.542280000E-04 3.522060000E-04 4.564220000E-04 5.959320000E-04 7.841120000E-04 9.977150000E-04
325 -4.399400000E-05 9.006100000E-05 1.867120000E-04 2.808890000E-04 3.900420000E-04 5.239260000E-04 6.897920000E-04 9.068760000E-04 1.156260000E-03
330 6.596700000E-05 4.328600000E-05 1.913260000E-04 3.109940000E-04 4.470330000E-04 6.097620000E-04 7.990310000E-04 1.039017000E-03 1.360987000E-03
335 7.736000000E-05 -5.424100000E-05 1.751170000E-04 3.449560000E-04 5.100090000E-04 7.048490000E-04 9.438990000E-04 1.233745000E-03 1.593976000E-03
340 1.031690000E-04 7.364500000E-05 1.059890000E-04 3.757580000E-04 5.842620000E-04 8.238340000E-04 1.113735000E-03 1.462629000E-03 1.892265000E-03
