T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 7.250400000E-05 1.032040000E-04 1.450140000E-04 1.951170000E-04 2.427800000E-04 3.074770000E-04 4.120020000E-04 5.688080000E-04 7.928640000E-04
295 6.403800000E-05 9.239500000E-05 1.331810000E-04 1.782560000E-04 2.285670000E-04 2.888590000E-04 3.836120000E-04 5.251640000E-04 7.274220000E-04
300 5.776700000E-05 8.539500000E-05 1.220330000E-04 1.689420000E-04 2.195560000E-04 2.787750000E-04 3.553840000E-04 4.817640000E-04 6.885300000E-04
305 5.196300000E-05 8.069200000E-05 1.169800000E-04 1.615780000E-04 2.125530000E-04 2.723780000E-04 3.502880000E-04 4.711430000E-04 6.472550000E-04
310 4.619900000E-05 7.817500000E-05 1.155380000E-04 1.616990000E-04 2.217470000E-04 2.804080000E-04 3.587410000E-04 4.741510000E-04 6.355860000E-04
315 3.629500000E-05 7.628100000E-05 1.165280000E-04 1.648780000E-04 2.271690000E-04 2.961890000E-04 3.751200000E-04 4.912180000E-04 6.697490000E-04
320 1.438500000E-05 7.395000000E-05 1.222170000E-04 1.765460000E-04 2.447380000E-04 3.175860000E-04 4.159970000E-04 5.509970000E-04 7.080240000E-04
325 -2.806200000E-05 6.374900000E-05 1.294090000E-04 1.939880000E-04 2.688410000E-04 3.603220000E-04 4.738500000E-04 6.242600000E-04 8.001380000E-04
330 4.577800000E-05 3.331000000E-05 1.332390000E-04 2.142560000E-04 3.065270000E-04 4.162290000E-04 5.430120000E-04 7.050780000E-04 9.253380000E-04
335 5.301100000E-05 -3.198900000E-05 1.242080000E-04 2.381390000E-04 3.490170000E-04 4.792350000E-04 6.379710000E-04 8.306430000E-04 1.072593000E-03
340 6.999500000E-05 5.131400000E-05 8.095900000E-05 2.613770000E-04 4.005580000E-04 5.599820000E-04 7.516190000E-04 9.817590000E-04 1.267385000E-03
