N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 5.145200000E-05 4.590300000E-05 4.088500000E-05 3.671500000E-05 3.269000000E-05 2.609700000E-05 1.170800000E-05 -1.676700000E-05 3.204500000E-05 3.646100000E-05 4.745200000E-05
1.600000000E+01 1.862960000E-04 1.738090000E-04 1.647900000E-04 1.566090000E-04 1.568270000E-04 1.621720000E-04 1.689780000E-04 1.867290000E-04 2.112270000E-04 2.396540000E-04 2.754320000E-04
1.700000000E+01 6.675040000E-04 6.093920000E-04 5.667660000E-04 5.152150000E-04 4.993400000E-04 5.056050000E-04 5.188720000E-04 5.688280000E-04 6.424300000E-04 7.326060000E-04 8.573610000E-04
1.549996187E+01 1.057190000E-04 9.673600000E-05 8.814700000E-05 8.382600000E-05 8.205200000E-05 8.204700000E-05 8.551500000E-05 9.038900000E-05 9.367200000E-05 8.953300000E-05 6.406600000E-05
1.649996187E+01 3.374350000E-04 3.108810000E-04 2.832540000E-04 2.724540000E-04 2.710740000E-04 2.749760000E-04 2.967630000E-04 3.306800000E-04 3.728560000E-04 4.338160000E-04 5.087300000E-04
1.674996808E+01 4.754450000E-04 4.354190000E-04 3.934850000E-04 3.745670000E-04 3.666230000E-04 3.670040000E-04 3.981660000E-04 4.392970000E-04 4.862580000E-04 5.652640000E-04 6.631850000E-04
1.624993176E+01 2.441930000E-04 2.268790000E-04 2.151650000E-04 2.045440000E-04 2.058170000E-04 2.137050000E-04 2.244130000E-04 2.504230000E-04 2.859620000E-04 3.269850000E-04 3.813140000E-04
1.574996808E+01 1.451750000E-04 1.316730000E-04 1.236370000E-04 1.183260000E-04 1.160210000E-04 1.168190000E-04 1.237120000E-04 1.348600000E-04 1.484120000E-04 1.653430000E-04 1.832130000E-04
1.524993176E+01 7.412500000E-05 6.620500000E-05 6.091900000E-05 5.724800000E-05 5.515900000E-05 5.365800000E-05 5.216900000E-05 4.589700000E-05 2.676400000E-05 -1.602400000E-05 3.612800000E-05
