T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.580500000E-05 2.458000000E-05 3.802700000E-05 5.724500000E-05 8.218400000E-05 1.180220000E-04 1.718090000E-04 2.458920000E-04 3.430350000E-04
295 1.402500000E-05 2.180300000E-05 3.444800000E-05 5.144600000E-05 7.563600000E-05 1.088500000E-04 1.585780000E-04 2.279010000E-04 3.184600000E-04
300 1.245300000E-05 1.962400000E-05 3.072900000E-05 4.685900000E-05 6.931100000E-05 9.990700000E-05 1.423150000E-04 2.047690000E-04 2.933870000E-04
305 1.109700000E-05 1.785300000E-05 2.805600000E-05 4.286700000E-05 6.245300000E-05 8.976500000E-05 1.304940000E-04 1.877400000E-04 2.619680000E-04
310 1.007200000E-05 1.659800000E-05 2.604200000E-05 3.975900000E-05 5.788700000E-05 8.309800000E-05 1.204400000E-04 1.726530000E-04 2.391070000E-04
315 9.093000000E-06 1.575900000E-05 2.458200000E-05 3.716900000E-05 5.480200000E-05 7.888400000E-05 1.104380000E-04 1.571830000E-04 2.237940000E-04
320 7.586000000E-06 1.563100000E-05 2.434100000E-05 3.641700000E-05 5.254300000E-05 7.452300000E-05 1.061150000E-04 1.508190000E-04 2.059470000E-04
325 4.380000000E-06 1.575400000E-05 2.513300000E-05 3.710800000E-05 5.299900000E-05 7.464400000E-05 1.049440000E-04 1.474210000E-04 1.995670000E-04
330 -1.634000000E-06 1.546700000E-05 2.690900000E-05 3.907100000E-05 5.563300000E-05 7.752500000E-05 1.057510000E-04 1.452940000E-04 1.994620000E-04
335 9.517000000E-06 1.290200000E-05 2.966500000E-05 4.329800000E-05 6.000000000E-05 8.224900000E-05 1.124300000E-04 1.525220000E-04 2.033170000E-04
340 1.084200000E-05 6.081000000E-06 3.227000000E-05 4.995400000E-05 6.773600000E-05 9.149600000E-05 1.234190000E-04 1.652750000E-04 2.180910000E-04
