Ew Nt
4.4524874E-1 -3.0634389E+13
4.4253973E-1 -3.7935091E+13
4.3983070E-1 -3.0666307E+13
4.3712166E-1 -1.6675095E+13
4.3441263E-1 -3.4978439E+12
4.3170360E-1 4.3144873E+12
4.2899457E-1 7.2251524E+12
4.2628555E-1 9.9513085E+12
4.2357651E-1 1.7786976E+13
4.2086749E-1 3.2447786E+13
4.1815845E-1 5.0490192E+13
4.1544942E-1 6.5508749E+13
4.1274040E-1 7.2448442E+13
4.1003137E-1 7.0805732E+13
4.0732234E-1 6.4589964E+13
4.0461331E-1 5.9545438E+13
4.0190428E-1 5.9837649E+13
3.9919525E-1 6.6167506E+13
3.9648622E-1 7.6052127E+13
3.9377719E-1 8.5852679E+13
3.9106816E-1 9.3252766E+13
3.8835913E-1 9.8513294E+13
3.8565010E-1 1.0356078E+14
3.8294107E-1 1.0970794E+14
3.8023204E-1 1.1608439E+14
3.7752301E-1 1.2019195E+14
3.7481398E-1 1.1992855E+14
3.7210496E-1 1.1516664E+14
3.6939593E-1 1.0773366E+14
3.6668690E-1 1.0022417E+14
3.6397787E-1 9.4715091E+13
3.6126884E-1 9.1996139E+13
3.5855981E-1 9.1406449E+13
3.5585078E-1 9.1259800E+13
3.5314175E-1 8.9728449E+13
3.5043272E-1 8.5739960E+13
3.4772369E-1 7.9352781E+13
3.4501466E-1 7.1472456E+13
3.4230563E-1 6.3258409E+13
3.3959660E-1 5.5667466E+13
3.3688757E-1 4.9302170E+13
3.3417854E-1 4.4443669E+13
3.3146952E-1 4.1095987E+13
3.2876049E-1 3.9005751E+13
3.2605146E-1 3.7746220E+13
3.2334243E-1 3.6915455E+13
3.2063340E-1 3.6342555E+13
3.1792437E-1 3.6119913E+13
3.1521534E-1 3.6407514E+13
3.1250631E-1 3.7173899E+13
3.0979728E-1 3.8105667E+13
3.0708825E-1 3.8752113E+13
3.0437922E-1 3.8751155E+13
3.0167019E-1 3.7954140E+13
2.9896116E-1 3.6443279E+13
2.9625213E-1 3.4567110E+13
2.9354310E-1 3.2997439E+13
2.9083407E-1 3.2588289E+13
2.8812504E-1 3.3870412E+13
2.8541601E-1 3.6409968E+13
2.8270699E-1 3.8560700E+13
2.7999796E-1 3.7948526E+13
2.7728893E-1 3.2516171E+13
2.7457990E-1 2.1593016E+13
2.7187087E-1 1.4631954E+13
