N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 9.864600000E-04 8.223970000E-04 4.673350000E-04 -3.139150000E-04 8.242760000E-04 9.196540000E-04 1.193216000E-03 1.749712000E-03 2.763866000E-03 4.508179000E-03 7.334264000E-03
1.016672606E+01 6.795770000E-04 5.638900000E-04 3.170670000E-04 -2.227490000E-04 5.744390000E-04 6.404230000E-04 8.309620000E-04 1.220165000E-03 1.932910000E-03 3.166983000E-03 5.183956000E-03
1.033324570E+01 4.672700000E-04 3.863690000E-04 2.158220000E-04 -1.554700000E-04 3.981180000E-04 4.431120000E-04 5.743540000E-04 8.435870000E-04 1.338716000E-03 2.200632000E-03 3.619101000E-03
1.049996187E+01 3.210640000E-04 2.647590000E-04 1.474360000E-04 -1.070670000E-04 2.750340000E-04 3.052580000E-04 3.947590000E-04 5.792970000E-04 9.200440000E-04 1.515981000E-03 2.502266000E-03
1.066670514E+01 2.207280000E-04 1.816370000E-04 1.011770000E-04 -7.275800000E-05 1.897750000E-04 2.097140000E-04 2.701400000E-04 3.955530000E-04 6.281410000E-04 1.036743000E-03 1.716361000E-03
1.083333839E+01 1.520560000E-04 1.249070000E-04 6.987700000E-05 -4.866300000E-05 1.310410000E-04 1.438790000E-04 1.842090000E-04 2.686780000E-04 4.261690000E-04 7.041910000E-04 1.168911000E-03
1.100000000E+01 1.051380000E-04 8.625900000E-05 4.873400000E-05 -3.174700000E-05 9.074700000E-05 9.871800000E-05 1.252400000E-04 1.815320000E-04 2.872200000E-04 4.748990000E-04 7.903520000E-04
1.116672606E+01 7.315300000E-05 5.998800000E-05 3.450600000E-05 -1.983300000E-05 6.319900000E-05 6.785900000E-05 8.495200000E-05 1.219550000E-04 1.920970000E-04 3.176100000E-04 5.300400000E-04
1.133324570E+01 5.138100000E-05 4.216900000E-05 2.497900000E-05 -1.134900000E-05 4.443100000E-05 4.686400000E-05 5.756500000E-05 8.144200000E-05 1.273150000E-04 2.102490000E-04 3.519050000E-04
1.149996187E+01 3.659600000E-05 3.013700000E-05 1.866700000E-05 -5.251000000E-06 -4.974600000E-05 3.266300000E-05 3.907600000E-05 5.409900000E-05 8.351000000E-05 1.374180000E-04 2.306470000E-04
1.166670514E+01 2.657500000E-05 2.201400000E-05 1.448500000E-05 -8.690000000E-07 -3.017500000E-05 2.313800000E-05 2.672600000E-05 3.585600000E-05 5.421700000E-05 8.848000000E-05 1.487180000E-04
1.183333839E+01 1.977200000E-05 1.653200000E-05 1.165500000E-05 2.132000000E-06 -1.641500000E-05 1.682800000E-05 1.860500000E-05 2.390200000E-05 3.498100000E-05 5.611100000E-05 9.403600000E-05
1.200000000E+01 1.513600000E-05 1.278300000E-05 9.658000000E-06 3.987000000E-06 -7.111000000E-06 1.271300000E-05 1.337800000E-05 1.626700000E-05 2.269100000E-05 3.525100000E-05 5.829900000E-05
1.216672606E+01 1.194800000E-05 1.016700000E-05 8.133000000E-06 4.858000000E-06 -1.376000000E-06 -1.250200000E-05 1.009200000E-05 1.154000000E-05 1.512600000E-05 2.232300000E-05 3.574600000E-05
1.233324570E+01 9.712000000E-06 8.295000000E-06 6.896000000E-06 5.005000000E-06 1.691000000E-06 -4.330000000E-06 8.063000000E-06 8.693000000E-06 1.064800000E-05 1.469700000E-05 2.223500000E-05
1.249996187E+01 8.101000000E-06 6.927000000E-06 5.874000000E-06 4.724000000E-06 3.007000000E-06 -9.999999939E-09 6.808000000E-06 6.996000000E-06 8.059000000E-06 1.038600000E-05 1.462600000E-05
1.266670514E+01 6.892000000E-06 5.886000000E-06 5.038000000E-06 4.259000000E-06 3.352000000E-06 1.950000000E-06 -3.350000000E-07 5.956000000E-06 6.543000000E-06 7.967000000E-06 1.050800000E-05
1.283333839E+01 5.938000000E-06 5.076000000E-06 4.353000000E-06 3.764000000E-06 3.255000000E-06 2.678000000E-06 1.796000000E-06 5.271000000E-06 5.592000000E-06 6.530000000E-06 8.210000000E-06
1.300000000E+01 5.147000000E-06 4.412000000E-06 3.795000000E-06 3.317000000E-06 2.999000000E-06 2.819000000E-06 2.694000000E-06 4.772000000E-06 4.933000000E-06 5.583000000E-06 6.778000000E-06
