Fe nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
1.000000E+10 1.279721679E+00 1.222020352E+00 5.770132700E-02 1.254314188E+00 1.207851673E+00 4.646251500E-02 2.540749100E-02 1.416867900E-02
1.468000E+10 1.279786829E+00 1.222225969E+00 5.756086000E-02 1.259932063E+00 1.212138076E+00 4.779398700E-02 1.985476600E-02 1.008789300E-02
2.154000E+10 1.279881951E+00 1.222521255E+00 5.736069600E-02 1.264495061E+00 1.215397536E+00 4.909752500E-02 1.538689000E-02 7.123719000E-03
3.162000E+10 1.280020580E+00 1.222941369E+00 5.707921100E-02 1.268250086E+00 1.217945980E+00 5.030410600E-02 1.177049400E-02 4.995389000E-03
4.642000E+10 1.280221990E+00 1.223531374E+00 5.669061600E-02 1.271356538E+00 1.220046892E+00 5.130964600E-02 8.865452000E-03 3.484482000E-03
6.813000E+10 1.280513326E+00 1.224345364E+00 5.616796200E-02 1.273937454E+00 1.221921888E+00 5.201556600E-02 6.575872000E-03 2.423476000E-03
1.000000E+11 1.280932063E+00 1.225442549E+00 5.548951400E-02 1.276115963E+00 1.223756579E+00 5.235938400E-02 4.816100000E-03 1.685970000E-03
1.468000E+11 1.281528582E+00 1.226878858E+00 5.464972400E-02 1.278030463E+00 1.225700565E+00 5.232989800E-02 3.498119000E-03 1.178293000E-03
2.154000E+11 1.282368022E+00 1.228695264E+00 5.367275800E-02 1.279834386E+00 1.227863140E+00 5.197124600E-02 2.533636000E-03 8.321240000E-04
3.162000E+11 1.283530172E+00 1.230906906E+00 5.262326600E-02 1.281689146E+00 1.230308733E+00 5.138041300E-02 1.841026000E-03 5.981730000E-04
4.642000E+11 1.285105427E+00 1.233499562E+00 5.160586500E-02 1.283754915E+00 1.233058451E+00 5.069646400E-02 1.350512000E-03 4.411110000E-04
6.813000E+11 1.287185140E+00 1.236436893E+00 5.074824700E-02 1.286179055E+00 1.236101152E+00 5.007790300E-02 1.006085000E-03 3.357410000E-04
1.000000E+12 1.289846027E+00 1.239675576E+00 5.017045100E-02 1.289081269E+00 1.239411241E+00 4.967002800E-02 7.647580000E-04 2.643350000E-04
1.468000E+12 1.293131514E+00 1.243180754E+00 4.995076000E-02 1.292536896E+00 1.242966004E+00 4.957089200E-02 5.946180000E-04 2.147500000E-04
2.154000E+12 1.297036928E+00 1.246935673E+00 5.010125500E-02 1.296564288E+00 1.246756722E+00 4.980756600E-02 4.726400000E-04 1.789510000E-04
3.162000E+12 1.301507476E+00 1.250942833E+00 5.056464300E-02 1.301124739E+00 1.250790972E+00 5.033376700E-02 3.827370000E-04 1.518610000E-04
4.642000E+12 1.306453687E+00 1.255217373E+00 5.123631400E-02 1.306139556E+00 1.255087032E+00 5.105252400E-02 3.141310000E-04 1.303410000E-04
6.813000E+12 1.311777671E+00 1.259776996E+00 5.200067500E-02 1.311517764E+00 1.259664475E+00 5.185328900E-02 2.599070000E-04 1.125210000E-04
1.000000E+13 1.317394577E+00 1.264633537E+00 5.276104000E-02 1.317178786E+00 1.264536264E+00 5.264252200E-02 2.157910000E-04 9.727300000E-05
