d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.294213418E+00 1.238328158E+00 5.588526000E-02 1.293318891E+00 1.238046624E+00 5.527226700E-02 8.945270000E-04 2.815340000E-04
150 295 1.293252187E+00 1.073512849E+00 2.197393380E-01 1.292447885E+00 1.073246767E+00 2.192011180E-01 8.043020000E-04 2.660820000E-04
150 300 1.293392838E+00 1.240923382E+00 5.246945600E-02 1.292676659E+00 1.240691126E+00 5.198553300E-02 7.161790000E-04 2.322560000E-04
150 305 1.294567428E+00 1.089930617E+00 2.046368110E-01 1.293932163E+00 1.089629947E+00 2.043022160E-01 6.352650000E-04 3.006700000E-04
150 310 1.295503679E+00 1.246691908E+00 4.881177100E-02 1.294937859E+00 1.246479930E+00 4.845792900E-02 5.658200000E-04 2.119780000E-04
150 315 1.298036871E+00 1.106342403E+00 1.916944680E-01 1.297526500E+00 1.106010243E+00 1.915162570E-01 5.103710000E-04 3.321600000E-04
150 320 1.301029995E+00 1.252973056E+00 4.805693900E-02 1.300558243E+00 1.252755007E+00 4.780323600E-02 4.717520000E-04 2.180490000E-04
150 325 1.304100325E+00 1.124636447E+00 1.794638780E-01 1.303649910E+00 1.124263732E+00 1.793861780E-01 4.504150000E-04 3.727150000E-04
150 330 1.307092928E+00 1.258707200E+00 4.838572800E-02 1.306646230E+00 1.258446544E+00 4.819968600E-02 4.466980000E-04 2.606560000E-04
150 335 1.309577556E+00 1.141938148E+00 1.676394080E-01 1.309117678E+00 1.141524482E+00 1.675931960E-01 4.598780000E-04 4.136660000E-04
150 340 1.311000566E+00 1.262941263E+00 4.805930300E-02 1.310512930E+00 1.262594075E+00 4.791885500E-02 4.876360000E-04 3.471880000E-04
180 290 1.293069140E+00 1.238447670E+00 5.462147000E-02 1.292227731E+00 1.238170439E+00 5.405729200E-02 8.414090000E-04 2.772310000E-04
180 295 1.292054176E+00 1.073307371E+00 2.187468050E-01 1.291298717E+00 1.073045880E+00 2.182528370E-01 7.554590000E-04 2.614910000E-04
180 300 1.292120917E+00 1.240783989E+00 5.133692800E-02 1.291449230E+00 1.240555530E+00 5.089370000E-02 6.716870000E-04 2.284590000E-04
180 305 1.293131514E+00 1.089559543E+00 2.035719710E-01 1.292536898E+00 1.089264860E+00 2.032720380E-01 5.946160000E-04 2.946830000E-04
180 310 1.295060698E+00 1.246109031E+00 4.895166700E-02 1.294531842E+00 1.245901525E+00 4.863031700E-02 5.288560000E-04 2.075060000E-04
180 315 1.297641179E+00 1.106693472E+00 1.909477070E-01 1.297163650E+00 1.106366869E+00 1.907967810E-01 4.775290000E-04 3.266030000E-04
180 320 1.300944388E+00 1.252616501E+00 4.832788700E-02 1.300501529E+00 1.252403773E+00 4.809775600E-02 4.428590000E-04 2.127280000E-04
180 325 1.304108750E+00 1.124917070E+00 1.791916800E-01 1.303683007E+00 1.124551454E+00 1.791315530E-01 4.257430000E-04 3.656160000E-04
180 330 1.307095565E+00 1.258284746E+00 4.881081900E-02 1.306669503E+00 1.258029808E+00 4.863969500E-02 4.260620000E-04 2.549380000E-04
180 335 1.309546270E+00 1.142004913E+00 1.675413570E-01 1.309103704E+00 1.141598620E+00 1.675050840E-01 4.425660000E-04 4.062930000E-04
180 340 1.310946691E+00 1.262327890E+00 4.861880100E-02 1.310474147E+00 1.261988178E+00 4.848596900E-02 4.725440000E-04 3.397120000E-04
210 290 1.292735256E+00 1.238383429E+00 5.435182700E-02 1.291926195E+00 1.238108300E+00 5.381789500E-02 8.090610000E-04 2.751290000E-04
210 295 1.291825851E+00 1.073577507E+00 2.182483440E-01 1.291100702E+00 1.073317292E+00 2.177834100E-01 7.251490000E-04 2.602150000E-04
210 300 1.291997195E+00 1.240877599E+00 5.111959600E-02 1.291353358E+00 1.240650213E+00 5.070314500E-02 6.438370000E-04 2.273860000E-04
210 305 1.292947847E+00 1.089687766E+00 2.032600810E-01 1.292378216E+00 1.089395545E+00 2.029826710E-01 5.696310000E-04 2.922210000E-04
210 310 1.294813083E+00 1.246231573E+00 4.858151000E-02 1.294305786E+00 1.246026273E+00 4.827951300E-02 5.072970000E-04 2.053000000E-04
210 315 1.297347420E+00 1.106758071E+00 1.905893490E-01 1.296888284E+00 1.106434479E+00 1.904538050E-01 4.591360000E-04 3.235920000E-04
210 320 1.300328022E+00 1.252272624E+00 4.805539800E-02 1.299901428E+00 1.252062367E+00 4.783906100E-02 4.265940000E-04 2.102570000E-04
210 325 1.303453157E+00 1.124739801E+00 1.787133560E-01 1.303041955E+00 1.124378690E+00 1.786632650E-01 4.112020000E-04 3.611110000E-04
210 330 1.306546200E+00 1.257899258E+00 4.864694200E-02 1.306133846E+00 1.257648241E+00 4.848560500E-02 4.123540000E-04 2.510170000E-04
210 335 1.308976959E+00 1.141723995E+00 1.672529640E-01 1.308546829E+00 1.141323938E+00 1.672228910E-01 4.301300000E-04 4.000570000E-04
210 340 1.310353651E+00 1.261824342E+00 4.852930900E-02 1.309891836E+00 1.261489731E+00 4.840210500E-02 4.618150000E-04 3.346110000E-04
240 290 1.292455626E+00 1.238499531E+00 5.395609500E-02 1.291666629E+00 1.238225622E+00 5.344100700E-02 7.889970000E-04 2.739090000E-04
240 295 1.291570324E+00 1.240007151E+00 5.156317300E-02 1.290864322E+00 1.239755307E+00 5.110901500E-02 7.060020000E-04 2.518440000E-04
240 300 1.291736093E+00 1.240905469E+00 5.083062400E-02 1.291109924E+00 1.240680558E+00 5.042936600E-02 6.261690000E-04 2.249110000E-04
240 305 1.292850875E+00 1.244492614E+00 4.835826100E-02 1.292296911E+00 1.244276666E+00 4.802024500E-02 5.539640000E-04 2.159480000E-04
240 310 1.294731481E+00 1.246285616E+00 4.844586500E-02 1.294238023E+00 1.246081726E+00 4.815629700E-02 4.934580000E-04 2.038900000E-04
240 315 1.297328051E+00 1.251370974E+00 4.595707700E-02 1.296881176E+00 1.251166578E+00 4.571459800E-02 4.468750000E-04 2.043960000E-04
240 320 1.300385269E+00 1.252461589E+00 4.792368000E-02 1.299969078E+00 1.252252745E+00 4.771633300E-02 4.161910000E-04 2.088440000E-04
240 325 1.303368596E+00 1.259624453E+00 4.374414300E-02 1.302966285E+00 1.259391553E+00 4.357473200E-02 4.023110000E-04 2.329000000E-04
240 330 1.306256280E+00 1.257823416E+00 4.843286400E-02 1.305851194E+00 1.257573637E+00 4.827755700E-02 4.050860000E-04 2.497790000E-04
240 335 1.308541112E+00 1.267380719E+00 4.116039300E-02 1.308118283E+00 1.267083709E+00 4.103457400E-02 4.228290000E-04 2.970100000E-04
240 340 1.309855192E+00 1.261545661E+00 4.830953100E-02 1.309400129E+00 1.261213465E+00 4.818666400E-02 4.550630000E-04 3.321960000E-04
