T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.215222413E+00 1.202200088E+00 1.302232500E-02 1.214781648E+00 1.201300630E+00 1.348101800E-02 4.407650000E-04 8.994580000E-04
295 1.212262534E+00 1.202732175E+00 9.530359000E-03 1.211869633E+00 1.201920803E+00 9.948830000E-03 3.929010000E-04 8.113720000E-04
300 1.205596131E+00 1.203963284E+00 1.632847000E-03 1.205244300E+00 1.203204023E+00 2.040277000E-03 3.518310000E-04 7.592610000E-04
305 1.190020491E+00 1.205095506E+00 -1.507501500E-02 1.189722789E+00 1.204367098E+00 -1.464430900E-02 2.977020000E-04 7.284080000E-04
310 1.157219394E+00 1.205293393E+00 -4.807399900E-02 1.157029199E+00 1.204576713E+00 -4.754751400E-02 1.901950000E-04 7.166800000E-04
315 1.093855196E+00 1.202343255E+00 -1.084880590E-01 1.093891834E+00 1.201635685E+00 -1.077438510E-01 -3.663800000E-05 7.075700000E-04
320 1.014075251E+00 1.192980976E+00 -1.789057250E-01 1.013776257E+00 1.192295491E+00 -1.785192340E-01 2.989940000E-04 6.854850000E-04
325 1.014467831E+00 1.167977157E+00 -1.535093260E-01 1.014153519E+00 1.167355239E+00 -1.532017200E-01 3.143120000E-04 6.219180000E-04
330 1.016489268E+00 1.112321480E+00 -9.583221200E-02 1.016111991E+00 1.112038509E+00 -9.592651800E-02 3.772770000E-04 2.829710000E-04
335 1.020638387E+00 1.011913460E+00 8.724927000E-03 1.020126675E+00 1.011469795E+00 8.656880000E-03 5.117120000E-04 4.436650000E-04
340 1.027588534E+00 1.012583023E+00 1.500551100E-02 1.026830426E+00 1.012114939E+00 1.471548700E-02 7.581080000E-04 4.680840000E-04
