name time T kT_1 I
01RV 01rv.dat 340 34.1 6.401E-007
02RV 02rv.dat 340 34.1 6.641E-007
03RV 03rv.dat 340 34.1 6.680E-007
04RV 04rv.dat 340 34.1 7.138E-007
05RV 05rv.dat 340 34.1 6.946E-007
06RV 06rv.dat 340 34.1 7.699E-007
07RV 07rv.dat 340 34.1 7.774E-007
08RV 08rv.dat 340 34.1 7.298E-007
09RV 09rv.dat 340 34.1 8.165E-007
10RV 10rv.dat 340 34.1 7.825E-007
11RV 11rv.dat 340 34.1 7.224E-007
12RV 12rv.dat 340 34.1 7.730E-007
13RV 13rv.dat 340 34.1 7.889E-007
14RV 14rv.dat 340 34.1 1.001E-006
15RV 15rv.dat 340 34.1 1.124E-006
16RV 16rv.dat 340 34.1 1.087E-006
17RV 17rv.dat 340 34.1 1.181E-006
18RV 18rv.dat 340.1 34.09 1.092E-006
19RV 19rv.dat 340 34.1 1.192E-006
20RV 20rv.dat 340 34.1 1.115E-006
21RV 21rv.dat 340 34.1 9.857E-007
22RV 22rv.dat 340 34.1 9.508E-007
23RV 23rv.dat 340 34.1 1.052E-006
24RV 24rv.dat 340 34.1 9.651E-007
25RV 25rv.dat 340.1 34.09 1.073E-006
26RV 26rv.dat 340 34.1 1.070E-006
27RV 27rv.dat 340 34.1 1.008E-006
28RV 28rv.dat 340 34.1 9.095E-007
29RV 29rv.dat 340 34.1 1.133E-006
30RV 30rv.dat 340 34.1 9.695E-007
31RV 31rv.dat 340 34.1 1.148E-006
32RV 32rv.dat 340 34.1 9.494E-007
33RV 33rv.dat 340.1 34.09 9.624E-007
34RV 34rv.dat 339.9 34.11 9.690E-007
35RV 35rv.dat 340.1 34.09 9.922E-007
36RV 36rv.dat 340.1 34.09 1.010E-006
37RV 37rv.dat 339.8 34.12 9.033E-007
38RV 38rv.dat 340.1 34.09 8.107E-007
39RV 39rv.dat 339.9 34.11 7.267E-007
40RV 40rv.dat 340.1 34.09 8.249E-007
41RV 41rv.dat 340.1 34.09 7.827E-007
42RV 42rv.dat 340 34.1 7.219E-007
43RV 43rv.dat 340 34.1 7.376E-007
44RV 44rv.dat 340 34.1 7.196E-007
45RV 45rv.dat 340 34.1 7.265E-007
46RV 46rv.dat 340 34.1 6.853E-007
47RV 47rv.dat 340 34.1 7.285E-007
48RV 48rv.dat 340.1 34.09 7.459E-007
49RV 49rv.dat 340.1 34.09 7.254E-007
50RV 50rv.dat 340.1 34.09 6.851E-007
51RV 51rv.dat 340 34.1 7.102E-007
52RV 52rv.dat 340 34.1 7.350E-007
53RV 53rv.dat 340.1 34.09 7.176E-007
54RV 54rv.dat 340 34.1 6.896E-007
55RV 55rv.dat 339.8 34.12 7.084E-007
56RV 56rv.dat 340 34.1 7.120E-007
57RV 57rv.dat 340 34.1 6.798E-007
