name time T kT_1 I
01RV 01rv.dat 340 34.1 1.078E-005
02RV 02rv.dat 340 34.1 1.085E-005
03RV 03rv.dat 340 34.1 1.051E-005
04RV 04rv.dat 340 34.1 1.184E-005
05RV 05rv.dat 340 34.1 1.171E-005
06RV 06rv.dat 340 34.1 1.192E-005
07RV 07rv.dat 340 34.1 1.226E-005
08RV 08rv.dat 340 34.1 1.234E-005
09RV 09rv.dat 340 34.1 1.236E-005
10RV 10rv.dat 340 34.1 1.192E-005
11RV 11rv.dat 340 34.1 1.210E-005
12RV 12rv.dat 340 34.1 1.207E-005
13RV 13rv.dat 340 34.1 1.226E-005
14RV 14rv.dat 340 34.1 1.388E-005
15RV 15rv.dat 340 34.1 1.554E-005
16RV 16rv.dat 340 34.1 1.550E-005
17RV 17rv.dat 340 34.1 1.548E-005
18RV 18rv.dat 340.1 34.09 1.497E-005
19RV 19rv.dat 340 34.1 1.493E-005
20RV 20rv.dat 340 34.1 1.604E-005
21RV 21rv.dat 340 34.1 1.351E-005
22RV 22rv.dat 340 34.1 1.424E-005
23RV 23rv.dat 340 34.1 1.403E-005
24RV 24rv.dat 340 34.1 1.456E-005
25RV 25rv.dat 340.1 34.09 1.372E-005
26RV 26rv.dat 340 34.1 1.494E-005
27RV 27rv.dat 340 34.1 1.423E-005
28RV 28rv.dat 340 34.1 1.428E-005
29RV 29rv.dat 340 34.1 1.422E-005
30RV 30rv.dat 340 34.1 1.462E-005
31RV 31rv.dat 340 34.1 1.428E-005
32RV 32rv.dat 340 34.1 1.374E-005
33RV 33rv.dat 340.1 34.09 1.407E-005
34RV 34rv.dat 339.9 34.11 1.417E-005
35RV 35rv.dat 340.1 34.09 1.312E-005
36RV 36rv.dat 340.1 34.09 1.351E-005
37RV 37rv.dat 339.8 34.12 1.288E-005
38RV 38rv.dat 340.1 34.09 1.218E-005
39RV 39rv.dat 339.9 34.11 1.178E-005
40RV 40rv.dat 340.1 34.09 1.204E-005
41RV 41rv.dat 340.1 34.09 1.206E-005
42RV 42rv.dat 340 34.1 1.183E-005
43RV 43rv.dat 340 34.1 1.152E-005
44RV 44rv.dat 340 34.1 1.166E-005
45RV 45rv.dat 340 34.1 1.158E-005
46RV 46rv.dat 340 34.1 1.166E-005
47RV 47rv.dat 340 34.1 1.147E-005
48RV 48rv.dat 340.1 34.09 1.176E-005
49RV 49rv.dat 340.1 34.09 1.183E-005
50RV 50rv.dat 340.1 34.09 1.144E-005
51RV 51rv.dat 340 34.1 1.154E-005
52RV 52rv.dat 340 34.1 1.126E-005
53RV 53rv.dat 340.1 34.09 1.116E-005
54RV 54rv.dat 340 34.1 1.138E-005
55RV 55rv.dat 339.8 34.12 1.108E-005
56RV 56rv.dat 340 34.1 1.145E-005
57RV 57rv.dat 340 34.1 1.099E-005
