N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.778E+16 310 3.800E-4 3.766951E+1 1.808670E+1 5.867260E-1 8.183410E+1
1.468000E+10 1.778E+16 310 3.800E-4 3.762154E+1 1.805510E+1 5.865540E-1 8.181910E+1
2.154000E+10 1.778E+16 310 3.800E-4 3.755266E+1 1.800250E+1 5.863050E-1 8.176520E+1
3.162000E+10 1.778E+16 310 3.800E-4 3.745472E+1 1.793800E+1 5.859430E-1 8.173560E+1
4.642000E+10 1.778E+16 310 3.800E-4 3.731736E+1 1.784780E+1 5.854250E-1 8.169620E+1
6.813000E+10 1.778E+16 310 3.800E-4 3.712843E+1 1.772420E+1 5.846870E-1 8.164610E+1
1.000000E+11 1.778E+16 310 3.800E-4 3.687535E+1 1.755940E+1 5.836560E-1 8.158610E+1
1.468000E+11 1.778E+16 310 3.800E-4 3.654787E+1 1.734740E+1 5.822530E-1 8.151960E+1
2.154000E+11 1.778E+16 310 3.800E-4 3.614187E+1 1.708630E+1 5.804150E-1 8.145160E+1
3.162000E+11 1.778E+16 310 3.800E-4 3.566242E+1 1.677960E+1 5.780650E-1 8.139430E+1
4.642000E+11 1.778E+16 310 3.800E-4 3.512336E+1 1.642940E+1 5.753460E-1 8.130100E+1
6.813000E+11 1.778E+16 310 3.800E-4 3.454182E+1 1.606140E+1 5.723770E-1 8.123740E+1
1.000000E+12 1.778E+16 310 3.800E-4 3.393090E+1 1.567630E+1 5.691810E-1 8.117030E+1
1.468000E+12 1.778E+16 310 3.800E-4 3.329549E+1 1.526900E+1 5.657140E-1 8.106410E+1
2.154000E+12 1.778E+16 310 3.800E-4 3.263355E+1 1.485260E+1 5.620450E-1 8.097810E+1
3.162000E+12 1.778E+16 310 3.800E-4 3.194026E+1 1.441930E+1 5.580600E-1 8.089580E+1
4.642000E+12 1.778E+16 310 3.800E-4 3.121127E+1 1.395980E+1 5.537850E-1 8.076590E+1
6.813000E+12 1.778E+16 310 3.800E-4 3.044381E+1 1.348850E+1 5.492690E-1 8.066390E+1
1.000000E+13 1.778E+16 310 3.800E-4 2.963652E+1 1.299250E+1 5.444300E-1 8.052390E+1
1.468000E+13 1.778E+16 310 3.800E-4 2.878915E+1 1.248530E+1 5.394200E-1 8.039790E+1
2.154000E+13 1.778E+16 310 3.800E-4 2.790240E+1 1.195760E+1 5.341150E-1 8.023580E+1
3.162000E+13 1.778E+16 310 3.800E-4 2.697794E+1 1.142150E+1 5.286600E-1 8.008290E+1
4.642000E+13 1.778E+16 310 3.800E-4 2.601851E+1 1.086970E+1 5.229780E-1 7.988290E+1
6.813000E+13 1.778E+16 310 3.800E-4 2.502787E+1 1.031480E+1 5.171120E-1 7.969900E+1
1.000000E+14 1.778E+16 310 3.800E-4 2.401083E+1 9.749500E+0 5.111080E-1 7.944460E+1
