T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.266162543E+00 1.222296781E+00 4.386576200E-02 1.265203823E+00 1.221934764E+00 4.326905900E-02 9.587200000E-04 3.620170000E-04
295 1.266685517E+00 1.224416415E+00 4.226910200E-02 1.265842556E+00 1.224071672E+00 4.177088400E-02 8.429610000E-04 3.447430000E-04
300 1.267950503E+00 1.226922953E+00 4.102755000E-02 1.267204689E+00 1.226585304E+00 4.061938500E-02 7.458140000E-04 3.376490000E-04
305 1.269920894E+00 1.229399254E+00 4.052164000E-02 1.269248285E+00 1.229064416E+00 4.018386900E-02 6.726090000E-04 3.348380000E-04
310 1.272343097E+00 1.232225250E+00 4.011784700E-02 1.271717850E+00 1.231865103E+00 3.985274700E-02 6.252470000E-04 3.601470000E-04
315 1.274924001E+00 1.235038396E+00 3.988560500E-02 1.274318347E+00 1.234638718E+00 3.967962900E-02 6.056540000E-04 3.996780000E-04
320 1.277294873E+00 1.237200094E+00 4.009477900E-02 1.276682810E+00 1.236766343E+00 3.991646700E-02 6.120630000E-04 4.337510000E-04
325 1.278643864E+00 1.239282232E+00 3.936163200E-02 1.278001780E+00 1.238781192E+00 3.922058800E-02 6.420840000E-04 5.010400000E-04
330 1.278341854E+00 1.240746514E+00 3.759534000E-02 1.277651032E+00 1.240160350E+00 3.749068200E-02 6.908220000E-04 5.861640000E-04
335 1.275231169E+00 1.240828192E+00 3.440297700E-02 1.274484162E+00 1.240147362E+00 3.433680000E-02 7.470070000E-04 6.808300000E-04
340 1.267360074E+00 1.240489281E+00 2.687079300E-02 1.266568270E+00 1.239692112E+00 2.687615800E-02 7.918040000E-04 7.971690000E-04
