T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.277850953E+00 1.246651868E+00 3.119908500E-02 1.277759958E+00 1.246583559E+00 3.117639900E-02 9.099500000E-05 6.830900000E-05
295 1.276409938E+00 1.245690415E+00 3.071952300E-02 1.276328404E+00 1.245627421E+00 3.070098300E-02 8.153400000E-05 6.299400000E-05
300 1.275842445E+00 1.245570288E+00 3.027215700E-02 1.275770125E+00 1.245512585E+00 3.025754000E-02 7.232000000E-05 5.770300000E-05
305 1.276165243E+00 1.245975110E+00 3.019013300E-02 1.276101530E+00 1.245923372E+00 3.017815800E-02 6.371300000E-05 5.173800000E-05
310 1.277046855E+00 1.247244590E+00 2.980226500E-02 1.276990724E+00 1.247197050E+00 2.979367400E-02 5.613100000E-05 4.754000000E-05
315 1.278323506E+00 1.248983949E+00 2.933955700E-02 1.278273541E+00 1.248939425E+00 2.933411600E-02 4.996500000E-05 4.452400000E-05
320 1.279764422E+00 1.250852004E+00 2.891241800E-02 1.279719066E+00 1.250810379E+00 2.890868700E-02 4.535600000E-05 4.162500000E-05
325 1.280665603E+00 1.252933140E+00 2.773246300E-02 1.280623172E+00 1.252892023E+00 2.773114900E-02 4.243100000E-05 4.111700000E-05
330 1.280534675E+00 1.254850671E+00 2.568400400E-02 1.280493389E+00 1.254808224E+00 2.568516500E-02 4.128600000E-05 4.244700000E-05
335 1.278052777E+00 1.255861786E+00 2.219099100E-02 1.278010836E+00 1.255816129E+00 2.219470700E-02 4.194100000E-05 4.565700000E-05
340 1.271267346E+00 1.255750494E+00 1.551685200E-02 1.271222797E+00 1.255698162E+00 1.552463500E-02 4.454900000E-05 5.233200000E-05
