T d154 d184 d214 d244
d 150 180 210 240
290 1.220624536E+00 1.219041956E+00 1.217807704E+00 1.216490798E+00
295 1.222317413E+00 1.220675310E+00 1.219646723E+00 1.218366324E+00
300 1.224430840E+00 1.222842791E+00 1.221787273E+00 1.220577059E+00
305 1.226566212E+00 1.224770234E+00 1.223755510E+00 1.222728542E+00
310 1.229352233E+00 1.227299254E+00 1.226100442E+00 1.225047885E+00
315 1.231954078E+00 1.229664012E+00 1.228337921E+00 1.227134421E+00
320 1.233993908E+00 1.231455075E+00 1.229706081E+00 1.228508965E+00
325 1.236075137E+00 1.233104870E+00 1.231014063E+00 1.229506898E+00
330 1.237513310E+00 1.234095176E+00 1.231363689E+00 1.229684935E+00
335 1.237513349E+00 1.233482292E+00 1.230187683E+00 1.228091603E+00
340 1.236426968E+00 1.231662554E+00 1.227694503E+00 1.225056011E+00
