N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+16 340 2.100E-4 1.228725602E+00 1.282013480E+00
1.468000E+10 3.162E+16 340 2.100E-4 1.243529475E+00 1.282267434E+00
2.154000E+10 3.162E+16 340 2.100E-4 1.254956021E+00 1.282634330E+00
3.162000E+10 3.162E+16 340 2.100E-4 1.263647786E+00 1.283160605E+00
4.642000E+10 3.162E+16 340 2.100E-4 1.270294686E+00 1.283907877E+00
6.813000E+10 3.162E+16 340 2.100E-4 1.275534736E+00 1.284953758E+00
1.000000E+11 3.162E+16 340 2.100E-4 1.279914890E+00 1.286388838E+00
1.468000E+11 3.162E+16 340 2.100E-4 1.283879816E+00 1.288305974E+00
2.154000E+11 3.162E+16 340 2.100E-4 1.287765746E+00 1.290779636E+00
3.162000E+11 3.162E+16 340 2.100E-4 1.291790335E+00 1.293837465E+00
4.642000E+11 3.162E+16 340 2.100E-4 1.296044845E+00 1.297434935E+00
6.813000E+11 3.162E+16 340 2.100E-4 1.300504394E+00 1.301451159E+00
1.000000E+12 3.162E+16 340 2.100E-4 1.305066089E+00 1.305715833E+00
1.468000E+12 3.162E+16 340 2.100E-4 1.309248488E+00 1.309702221E+00
2.154000E+12 3.162E+16 340 2.100E-4 1.314352610E+00 1.314669711E+00
3.162000E+12 3.162E+16 340 2.100E-4 1.318594793E+00 1.318825583E+00
4.642000E+12 3.162E+16 340 2.100E-4 1.322484127E+00 1.322658113E+00
6.813000E+12 3.162E+16 340 2.100E-4 1.326486027E+00 1.326621013E+00
1.000000E+13 3.162E+16 340 2.100E-4 1.330167103E+00 1.330271626E+00
