N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 340 2.100E-4 1.208487173E+00 1.255299681E+00
1.468000E+10 3.162E+16 340 2.100E-4 1.223053667E+00 1.255934305E+00
2.154000E+10 3.162E+16 340 2.100E-4 1.231448680E+00 1.256739630E+00
3.162000E+10 3.162E+16 340 2.100E-4 1.239839444E+00 1.257919078E+00
4.642000E+10 3.162E+16 340 2.100E-4 1.246814682E+00 1.259471882E+00
6.813000E+10 3.162E+16 340 2.100E-4 1.252388392E+00 1.261687194E+00
1.000000E+11 3.162E+16 340 2.100E-4 1.258175728E+00 1.263989143E+00
1.468000E+11 3.162E+16 340 2.100E-4 1.264430157E+00 1.268400863E+00
2.154000E+11 3.162E+16 340 2.100E-4 1.269045412E+00 1.271995275E+00
3.162000E+11 3.162E+16 340 2.100E-4 1.275235212E+00 1.277033655E+00
4.642000E+11 3.162E+16 340 2.100E-4 1.281336946E+00 1.282523886E+00
6.813000E+11 3.162E+16 340 2.100E-4 1.287866398E+00 1.288728167E+00
1.000000E+12 3.162E+16 340 2.100E-4 1.293780084E+00 1.294309191E+00
1.468000E+12 3.162E+16 340 2.100E-4 1.299745138E+00 1.300110190E+00
2.154000E+12 3.162E+16 340 2.100E-4 1.304670429E+00 1.304905923E+00
3.162000E+12 3.162E+16 340 2.100E-4 1.309621198E+00 1.309790008E+00
4.642000E+12 3.162E+16 340 2.100E-4 1.314116737E+00 1.314240520E+00
6.813000E+12 3.162E+16 340 2.100E-4 1.318254134E+00 1.318347264E+00
1.000000E+13 3.162E+16 340 2.100E-4 1.322133416E+00 1.322205383E+00
