N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.238476817E+00 1.239395387E+00 1.240580689E+00 1.241316746E+00 1.240573228E+00 1.236519435E+00 1.226196150E+00 1.204340700E+00 1.163588287E+00 1.094617879E+00 1.009862168E+00
1.016672606E+01 1.238512390E+00 1.239428628E+00 1.240614368E+00 1.241355576E+00 1.240625645E+00 1.236600788E+00 1.226334158E+00 1.204581728E+00 1.164000615E+00 1.095272986E+00 1.009864959E+00
1.033324570E+01 1.238564388E+00 1.239477229E+00 1.240663606E+00 1.241412269E+00 1.240702085E+00 1.236719284E+00 1.226535067E+00 1.204932511E+00 1.164600793E+00 1.096227332E+00 1.009869137E+00
1.049996187E+01 1.238640390E+00 1.239548240E+00 1.240735471E+00 1.241494889E+00 1.240813258E+00 1.236891320E+00 1.226826394E+00 1.205440984E+00 1.165471064E+00 1.097612701E+00 1.009875440E+00
1.066670514E+01 1.238751337E+00 1.239651839E+00 1.240840157E+00 1.241614924E+00 1.240974266E+00 1.237139829E+00 1.227246552E+00 1.206173813E+00 1.166725895E+00 1.099613471E+00 1.009885054E+00
1.083333839E+01 1.238912965E+00 1.239802605E+00 1.240992137E+00 1.241788527E+00 1.241206081E+00 1.237496232E+00 1.227847634E+00 1.207221285E+00 1.168520493E+00 1.102481392E+00 1.009899920E+00
1.100000000E+01 1.239147661E+00 1.240021190E+00 1.241211737E+00 1.242037986E+00 1.241537018E+00 1.238002143E+00 1.228697752E+00 1.208700614E+00 1.171056866E+00 1.106547765E+00 1.009923294E+00
1.116672606E+01 1.239486855E+00 1.240336428E+00 1.241526922E+00 1.242393229E+00 1.242003873E+00 1.238709927E+00 1.229880676E+00 1.210754474E+00 1.174581422E+00 1.112223120E+00 1.017051436E+00
1.133324570E+01 1.239973789E+00 1.240787661E+00 1.241975134E+00 1.242892915E+00 1.242651788E+00 1.239680462E+00 1.231489658E+00 1.213538211E+00 1.179362690E+00 1.119966635E+00 1.028242077E+00
1.149996187E+01 1.240666283E+00 1.241426974E+00 1.242604637E+00 1.243584377E+00 1.243531717E+00 1.240975803E+00 1.233611333E+00 1.217188080E+00 1.185634628E+00 1.130197996E+00 1.043246830E+00
1.166670514E+01 1.241638517E+00 1.242320405E+00 1.243474620E+00 1.244521551E+00 1.244694238E+00 1.242645308E+00 1.236297062E+00 1.221765534E+00 1.193494423E+00 1.143126358E+00 1.062561201E+00
1.183333839E+01 1.242980196E+00 1.243546905E+00 1.244653085E+00 1.245760499E+00 1.246180431E+00 1.244707415E+00 1.239527220E+00 1.227188182E+00 1.202771251E+00 1.158510616E+00 1.086046526E+00
1.200000000E+01 1.244790789E+00 1.245193344E+00 1.246211806E+00 1.247353352E+00 1.248013331E+00 1.247136322E+00 1.243188288E+00 1.233186613E+00 1.212937181E+00 1.175464185E+00 1.112512964E+00
1.216672606E+01 1.247166639E+00 1.247344237E+00 1.248218318E+00 1.249342705E+00 1.250196050E+00 1.249866971E+00 1.247091058E+00 1.239344886E+00 1.223175559E+00 1.192524727E+00 1.139654761E+00
1.233324570E+01 1.250180876E+00 1.250066139E+00 1.250725330E+00 1.251757766E+00 1.252718920E+00 1.252822762E+00 1.251038200E+00 1.245243361E+00 1.232656638E+00 1.208132560E+00 1.164732776E+00
1.249996187E+01 1.253860709E+00 1.253389681E+00 1.253758884E+00 1.254610945E+00 1.255569326E+00 1.255948843E+00 1.254902297E+00 1.250623765E+00 1.240872477E+00 1.221286362E+00 1.185779059E+00
1.266670514E+01 1.258172417E+00 1.257296558E+00 1.257308921E+00 1.257893621E+00 1.258734425E+00 1.259224770E+00 1.258654739E+00 1.255449895E+00 1.247769452E+00 1.231852720E+00 1.202346631E+00
1.283333839E+01 1.263025423E+00 1.261720643E+00 1.261328941E+00 1.261574593E+00 1.262196744E+00 1.262651926E+00 1.262333407E+00 1.259834159E+00 1.253600936E+00 1.240313641E+00 1.215193681E+00
1.300000000E+01 1.268297368E+00 1.266566499E+00 1.265748551E+00 1.265606645E+00 1.265932329E+00 1.266236183E+00 1.265993581E+00 1.263924120E+00 1.258687755E+00 1.247296336E+00 1.225410678E+00
