Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.499857E-1 3.020610E+1 5.035020E-1 7.999100E+1 7.521910E-1 3.039990E+1 5.029420E-1 8.035760E+1 2.9318351E-01 6.3750210E-01 -1.1134485E-01 4.5621074E-01
1.468000E+10 7.475212E-1 2.997600E+1 5.024010E-1 7.981780E+1 7.507109E-1 3.024960E+1 5.017020E-1 8.031600E+1 4.2489059E-01 9.0447477E-01 -1.3932574E-01 6.2029982E-01
2.154000E+10 7.439871E-1 2.965940E+1 5.007970E-1 7.960400E+1 7.485705E-1 3.003960E+1 5.000060E-1 8.025760E+1 6.1228702E-01 1.2656627E+00 -1.5819810E-01 8.1437770E-01
3.162000E+10 7.389717E-1 2.923240E+1 4.984020E-1 7.937000E+1 7.454956E-1 2.975090E+1 4.976160E-1 8.019770E+1 8.7510912E-01 1.7428044E+00 -1.5795312E-01 1.0320745E+00
4.642000E+10 7.319568E-1 2.867230E+1 4.949980E-1 7.913610E+1 7.411202E-1 2.936280E+1 4.945700E-1 8.010900E+1 1.2364256E+00 2.3516150E+00 -8.6539822E-02 1.2144703E+00
6.813000E+10 7.223408E-1 2.796070E+1 4.903860E-1 7.893470E+1 7.349767E-1 2.885390E+1 4.908180E-1 7.998540E+1 1.7192246E+00 3.0955954E+00 8.8016332E-02 1.3136147E+00
1.000000E+11 7.095107E-1 2.708550E+1 4.843500E-1 7.881680E+1 7.265086E-1 2.820560E+1 4.861670E-1 7.985640E+1 2.3396695E+00 3.9711972E+00 3.7373989E-01 1.3018368E+00
1.468000E+11 6.929787E-1 2.604870E+1 4.772820E-1 7.875740E+1 7.151215E-1 2.740480E+1 4.809180E-1 7.968510E+1 3.0963689E+00 4.9484032E+00 7.5605405E-01 1.1642076E+00
2.154000E+11 6.725611E-1 2.486620E+1 4.697350E-1 7.870910E+1 7.002918E-1 2.644810E+1 4.749910E-1 7.951160E+1 3.9598779E+00 5.9811480E+00 1.1065473E+00 1.0092867E+00
3.162000E+11 6.485150E-1 2.356980E+1 4.621690E-1 7.863850E+1 6.817227E-1 2.534460E+1 4.687910E-1 7.930470E+1 4.8711448E+00 7.0026751E+00 1.4125698E+00 8.4005109E-01
4.642000E+11 6.215067E-1 2.220050E+1 4.548990E-1 7.852390E+1 6.594912E-1 2.411800E+1 4.623680E-1 7.909430E+1 5.7596675E+00 7.9504934E+00 1.6153800E+00 7.2116448E-01
6.813000E+11 5.923609E-1 2.079610E+1 4.480200E-1 7.836050E+1 6.340827E-1 2.280290E+1 4.559200E-1 7.887810E+1 6.5798673E+00 8.8006350E+00 1.7327601E+00 6.5620242E-01
1.000000E+12 5.617224E-1 1.938040E+1 4.413990E-1 7.816450E+1 6.062344E-1 2.143630E+1 4.496460E-1 7.863910E+1 7.3423745E+00 9.5907409E+00 1.8341095E+00 6.0351657E-01
1.468000E+12 5.298718E-1 1.796010E+1 4.348070E-1 7.795430E+1 5.766421E-1 2.004630E+1 4.433360E-1 7.841420E+1 8.1108022E+00 1.0406908E+01 1.9238230E+00 5.8650091E-01
2.154000E+12 4.968141E-1 1.653230E+1 4.282190E-1 7.770920E+1 5.457153E-1 1.864600E+1 4.370930E-1 7.817110E+1 8.9609362E+00 1.1335943E+01 2.0302316E+00 5.9088333E-01
3.162000E+12 4.625322E-1 1.509570E+1 4.214540E-1 7.743930E+1 5.135500E-1 1.723600E+1 4.308240E-1 7.790310E+1 9.9343394E+00 1.2417614E+01 2.1749020E+00 5.9535500E-01
4.642000E+12 4.271994E-1 1.365790E+1 4.143950E-1 7.715080E+1 4.801140E-1 1.581400E+1 4.242750E-1 7.763390E+1 1.1021257E+01 1.3634122E+01 2.3286783E+00 6.2227970E-01
6.813000E+12 3.912323E-1 1.223570E+1 4.071150E-1 7.682050E+1 4.454809E-1 1.438360E+1 4.175510E-1 7.732650E+1 1.2177537E+01 1.4932979E+01 2.4993354E+00 6.5436817E-01
1.000000E+13 3.552146E-1 1.085050E+1 3.996030E-1 7.644210E+1 4.099538E-1 1.295740E+1 4.105880E-1 7.697970E+1 1.3352529E+01 1.6260207E+01 2.6754313E+00 6.9836593E-01
1.468000E+13 3.197890E-1 9.524500E+0 3.917200E-1 7.603360E+1 3.740419E-1 1.155510E+1 4.032290E-1 7.661310E+1 1.4504498E+01 1.7573193E+01 2.8542094E+00 7.5639806E-01
2.154000E+13 2.855711E-1 8.277200E+0 3.835270E-1 7.557400E+1 3.383633E-1 1.019910E+1 3.955990E-1 7.619450E+1 1.5602224E+01 1.8843820E+01 3.0515750E+00 8.1436324E-01
3.162000E+13 2.530955E-1 7.123300E+0 3.750280E-1 7.504750E+1 3.035493E-1 8.910200E+0 3.876910E-1 7.571320E+1 1.6621287E+01 2.0054544E+01 3.2662610E+00 8.7923902E-01
4.642000E+13 2.227840E-1 6.073000E+0 3.661860E-1 7.444180E+1 2.701778E-1 7.705900E+0 3.794850E-1 7.515840E+1 1.7541708E+01 2.1190257E+01 3.5044863E+00 9.5345297E-01
6.813000E+13 1.949315E-1 5.130900E+0 3.569460E-1 7.374080E+1 2.387311E-1 6.599000E+0 3.708920E-1 7.452890E+1 1.8346835E+01 2.2247310E+01 3.7601242E+00 1.0574421E+00
1.000000E+14 1.697074E-1 4.297100E+0 3.472220E-1 7.292430E+1 2.095721E-1 5.597500E+0 3.619140E-1 7.379950E+1 1.9021950E+01 2.3231800E+01 4.0595280E+00 1.1859159E+00
