Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.504400E-1 2.926830E+1 4.912850E-1 7.938690E+1 7.527220E-1 2.947220E+1 4.908340E-1 7.977070E+1 3.0316637E-01 6.9183841E-01 -9.1884425E-02 4.8112904E-01
1.468000E+10 7.480298E-1 2.903900E+1 4.901340E-1 7.920430E+1 7.513210E-1 2.932590E+1 4.895650E-1 7.972900E+1 4.3805511E-01 9.7831610E-01 -1.1622563E-01 6.5810433E-01
2.154000E+10 7.445740E-1 2.872390E+1 4.883790E-1 7.899110E+1 7.492938E-1 2.912160E+1 4.877710E-1 7.967980E+1 6.2989978E-01 1.3656530E+00 -1.2464866E-01 8.6433450E-01
3.162000E+10 7.396704E-1 2.830060E+1 4.858700E-1 7.874780E+1 7.463797E-1 2.884120E+1 4.853980E-1 7.960780E+1 8.9891244E-01 1.8744019E+00 -9.7239791E-02 1.0802962E+00
4.642000E+10 7.328130E-1 2.774820E+1 4.823580E-1 7.850070E+1 7.422288E-1 2.846460E+1 4.823570E-1 7.950590E+1 1.2685846E+00 2.5168104E+00 -2.0731533E-04 1.2643087E+00
6.813000E+10 7.234149E-1 2.704860E+1 4.775180E-1 7.830110E+1 7.363927E-1 2.797170E+1 4.785000E-1 7.938310E+1 1.7623477E+00 3.3001212E+00 2.0522466E-01 1.3630105E+00
1.000000E+11 7.108779E-1 2.619330E+1 4.713540E-1 7.817150E+1 7.283331E-1 2.734500E+1 4.738120E-1 7.923950E+1 2.3965957E+00 4.2117389E+00 5.1877116E-01 1.3478126E+00
1.468000E+11 6.947255E-1 2.518420E+1 4.641200E-1 7.810630E+1 7.174681E-1 2.657240E+1 4.684400E-1 7.906340E+1 3.1698413E+00 5.2242176E+00 9.2220989E-01 1.2105475E+00
2.154000E+11 6.747754E-1 2.403900E+1 4.564310E-1 7.805150E+1 7.032727E-1 2.565120E+1 4.624570E-1 7.887010E+1 4.0520981E+00 6.2850861E+00 1.3030401E+00 1.0379092E+00
3.162000E+11 6.512700E-1 2.278790E+1 4.488140E-1 7.796080E+1 6.854280E-1 2.459020E+1 4.560730E-1 7.866230E+1 4.9834556E+00 7.3293426E+00 1.5916312E+00 8.9178679E-01
4.642000E+11 6.248435E-1 2.146960E+1 4.415000E-1 7.782560E+1 6.639680E-1 2.341170E+1 4.496000E-1 7.842610E+1 5.8925280E+00 8.2954249E+00 1.8016014E+00 7.6568897E-01
6.813000E+11 5.962791E-1 2.011940E+1 4.345020E-1 7.765600E+1 6.393257E-1 2.214840E+1 4.430130E-1 7.819940E+1 6.7331252E+00 9.1609326E+00 1.9211626E+00 6.9489024E-01
1.000000E+12 5.661829E-1 1.875860E+1 4.278010E-1 7.744670E+1 6.121960E-1 2.083510E+1 4.365450E-1 7.796070E+1 7.5160733E+00 9.9663549E+00 2.0030008E+00 6.5930655E-01
1.468000E+12 5.348087E-1 1.739250E+1 4.212070E-1 7.720920E+1 5.832551E-1 1.949880E+1 4.302550E-1 7.770050E+1 8.3062111E+00 1.0802203E+01 2.1029390E+00 6.3229966E-01
2.154000E+12 5.021458E-1 1.601780E+1 4.144810E-1 7.696050E+1 5.529115E-1 1.815210E+1 4.238670E-1 7.745390E+1 9.1815236E+00 1.1757868E+01 2.2143738E+00 6.3702409E-01
3.162000E+12 4.681678E-1 1.463280E+1 4.076350E-1 7.667530E+1 5.212621E-1 1.679550E+1 4.174780E-1 7.717980E+1 1.0185720E+01 1.2876663E+01 2.3577290E+00 6.5366845E-01
4.642000E+12 4.330401E-1 1.324490E+1 4.005830E-1 7.635320E+1 4.882630E-1 1.542600E+1 4.109570E-1 7.687800E+1 1.1310073E+01 1.4139116E+01 2.5243517E+00 6.8264003E-01
6.813000E+12 3.971722E-1 1.187000E+1 3.931710E-1 7.601340E+1 4.539632E-1 1.404600E+1 4.041060E-1 7.656600E+1 1.2510045E+01 1.5491955E+01 2.7059732E+00 7.2173027E-01
1.000000E+13 3.611450E-1 1.052910E+1 3.855010E-1 7.562830E+1 4.186385E-1 1.266720E+1 3.970280E-1 7.621140E+1 1.3733448E+01 1.6879026E+01 2.9033217E+00 7.6510863E-01
1.468000E+13 3.256035E-1 9.243600E+0 3.775630E-1 7.519050E+1 3.827794E-1 1.130800E+1 3.897060E-1 7.580580E+1 1.4937037E+01 1.8256102E+01 3.1159387E+00 8.1167932E-01
2.154000E+13 2.911732E-1 8.032600E+0 3.693370E-1 7.469310E+1 3.469983E-1 9.990100E+0 3.819830E-1 7.537010E+1 1.6088004E+01 1.9594398E+01 3.3106185E+00 8.9823418E-01
3.162000E+13 2.584044E-1 6.910900E+0 3.607450E-1 7.413740E+1 3.119341E-1 8.734100E+0 3.739450E-1 7.487680E+1 1.7160580E+01 2.0874503E+01 3.5299309E+00 9.8748878E-01
4.642000E+13 2.277384E-1 5.888800E+0 3.517640E-1 7.350920E+1 2.781825E-1 7.557400E+0 3.655960E-1 7.430900E+1 1.8133456E+01 2.2079022E+01 3.7834112E+00 1.0763165E+00
6.813000E+13 1.994912E-1 4.971200E+0 3.423800E-1 7.278230E+1 2.462517E-1 6.473300E+0 3.569120E-1 7.365240E+1 1.8988904E+01 2.3204548E+01 4.0715919E+00 1.1813600E+00
1.000000E+14 1.738523E-1 4.158500E+0 3.325120E-1 7.193570E+1 2.165342E-1 5.490200E+0 3.478550E-1 7.288950E+1 1.9711390E+01 2.4255947E+01 4.4107459E+00 1.3085561E+00
