Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 7.508598E-1 2.833000E+1 4.790000E-1 7.876840E+1 7.531956E-1 2.854220E+1 4.786330E-1 7.917310E+1 3.1011865E-01 7.4346056E-01 -7.6676702E-02 5.1115846E-01
1.468000E+10 7.485036E-1 2.810120E+1 4.777420E-1 7.858470E+1 7.518638E-1 2.839920E+1 4.773240E-1 7.913240E+1 4.4691605E-01 1.0493253E+00 -8.7571545E-02 6.9213116E-01
2.154000E+10 7.451257E-1 2.778770E+1 4.759290E-1 7.835760E+1 7.499361E-1 2.819960E+1 4.755420E-1 7.907340E+1 6.4144132E-01 1.4606590E+00 -8.1380824E-02 9.0523488E-01
3.162000E+10 7.403329E-1 2.736810E+1 4.733390E-1 7.809900E+1 7.471632E-1 2.792600E+1 4.731750E-1 7.898980E+1 9.1416440E-01 1.9977798E+00 -3.4659481E-02 1.1277405E+00
4.642000E+10 7.336316E-1 2.682260E+1 4.696900E-1 7.784160E+1 7.432104E-1 2.755900E+1 4.701210E-1 7.887560E+1 1.2888410E+00 2.6720853E+00 9.1678525E-02 1.3109251E+00
6.813000E+10 7.244487E-1 2.613490E+1 4.646450E-1 7.764120E+1 7.376462E-1 2.707960E+1 4.661320E-1 7.875650E+1 1.7891369E+00 3.4886040E+00 3.1900835E-01 1.4161371E+00
1.000000E+11 7.122008E-1 2.529840E+1 4.583050E-1 7.750620E+1 7.299496E-1 2.647140E+1 4.614330E-1 7.859160E+1 2.4315103E+00 4.4311974E+00 6.7788823E-01 1.3810636E+00
1.468000E+11 6.964218E-1 2.431650E+1 4.509580E-1 7.742710E+1 7.195518E-1 2.572360E+1 4.558980E-1 7.841560E+1 3.2145010E+00 5.4700742E+00 1.0835757E+00 1.2605910E+00
2.154000E+11 6.769304E-1 2.320660E+1 4.431510E-1 7.735990E+1 7.059290E-1 2.483400E+1 4.498770E-1 7.819740E+1 4.1078635E+00 6.5531127E+00 1.4950753E+00 1.0710075E+00
3.162000E+11 6.539546E-1 2.199900E+1 4.354160E-1 7.725930E+1 6.887458E-1 2.381150E+1 4.433370E-1 7.798200E+1 5.0513847E+00 7.6118682E+00 1.7866770E+00 9.2675233E-01
4.642000E+11 6.280980E-1 2.072980E+1 4.280320E-1 7.710650E+1 6.680006E-1 2.267740E+1 4.366650E-1 7.774430E+1 5.9734377E+00 8.5882861E+00 1.9770304E+00 8.2038169E-01
6.813000E+11 6.001044E-1 1.943180E+1 4.210210E-1 7.691030E+1 6.440801E-1 2.146260E+1 4.300660E-1 7.748300E+1 6.8276756E+00 9.4620409E+00 2.1031656E+00 7.3912987E-01
1.000000E+12 5.705434E-1 1.812420E+1 4.141970E-1 7.669440E+1 6.176390E-1 2.020010E+1 4.234370E-1 7.723780E+1 7.6251014E+00 1.0276682E+01 2.1821428E+00 7.0354153E-01
1.468000E+12 5.396433E-1 1.681090E+1 4.075110E-1 7.644430E+1 5.893316E-1 1.891560E+1 4.169730E-1 7.697540E+1 8.4312974E+00 1.1126795E+01 2.2692117E+00 6.8996069E-01
2.154000E+12 5.073783E-1 1.548810E+1 4.007950E-1 7.616310E+1 5.595617E-1 1.762100E+1 4.106130E-1 7.669200E+1 9.3257634E+00 1.2104307E+01 2.3910592E+00 6.8964168E-01
3.162000E+12 4.737124E-1 1.415410E+1 3.938180E-1 7.587030E+1 5.284245E-1 1.631640E+1 4.040850E-1 7.641340E+1 1.0353816E+01 1.3252311E+01 2.5408021E+00 7.1073922E-01
4.642000E+12 4.388024E-1 1.281570E+1 3.866400E-1 7.553820E+1 4.958651E-1 1.499850E+1 3.974590E-1 7.610140E+1 1.1507706E+01 1.4553455E+01 2.7220418E+00 7.4006523E-01
6.813000E+12 4.030498E-1 1.148820E+1 3.792350E-1 7.516010E+1 4.619102E-1 1.366890E+1 3.906360E-1 7.575340E+1 1.2742823E+01 1.5953734E+01 2.9185738E+00 7.8319917E-01
1.000000E+13 3.670309E-1 1.019200E+1 3.714870E-1 7.475020E+1 4.268103E-1 1.233780E+1 3.834370E-1 7.538950E+1 1.4006082E+01 1.7392080E+01 3.1165485E+00 8.4799607E-01
1.468000E+13 3.313923E-1 8.947700E+0 3.634120E-1 7.429690E+1 3.910368E-1 1.102310E+1 3.759720E-1 7.497750E+1 1.5252912E+01 1.8827734E+01 3.3406743E+00 9.0773899E-01
2.154000E+13 2.967678E-1 7.774000E+0 3.550350E-1 7.378330E+1 3.551950E-1 9.745200E+0 3.682280E-1 7.450840E+1 1.6449331E+01 2.0227394E+01 3.5828345E+00 9.7317886E-01
3.162000E+13 2.637223E-1 6.685800E+0 3.463340E-1 7.319970E+1 3.199282E-1 8.524300E+0 3.601770E-1 7.397610E+1 1.7568286E+01 2.1567753E+01 3.8433881E+00 1.0495282E+00
4.642000E+13 2.327161E-1 5.693000E+0 3.372660E-1 7.253370E+1 2.858472E-1 7.378000E+0 3.517100E-1 7.338750E+1 1.8587238E+01 2.2838168E+01 4.1067925E+00 1.1634134E+00
6.813000E+13 2.040857E-1 4.801000E+0 3.277760E-1 7.176960E+1 2.534831E-1 6.319700E+0 3.428960E-1 7.270810E+1 1.9487453E+01 2.4031204E+01 4.4095003E+00 1.2907778E+00
1.000000E+14 1.780411E-1 4.010600E+0 3.177750E-1 7.088750E+1 2.232559E-1 5.358100E+0 3.337030E-1 7.192050E+1 2.0252455E+01 2.5148840E+01 4.7731066E+00 1.4363081E+00
