fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 13:11:12 297 39.04 1.000E+000 7.700E-001 2.297E-006 3.301E+003 3.036E+000 6.052E-009 1.777E-003 
0002 13:14:22 297 39.04 1.000E+000 7.700E-001 2.306E-006 3.263E+003 3.032E+000 6.092E-009 1.664E-003 
0003 13:18:30 297 39.04 1.000E+000 7.700E-001 2.239E-006 3.346E+003 3.049E+000 5.929E-009 1.677E-003 
0004 13:21:32 297 39.04 1.000E+000 7.700E-001 2.276E-006 3.254E+003 3.029E+000 6.109E-009 1.650E-003 
0005 13:24:18 297 39.04 1.000E+000 7.700E-001 2.300E-006 3.247E+003 3.022E+000 6.137E-009 1.724E-003 
0006 13:27:38 297 39.04 1.000E+000 7.700E-001 2.278E-006 3.247E+003 3.025E+000 6.137E-009 1.691E-003 
0007 13:30:52 297 39.04 1.000E+000 7.700E-001 2.302E-006 3.259E+003 3.023E+000 6.128E-009 1.688E-003 
0008 13:34:18 297 39.04 1.000E+000 7.700E-001 2.304E-006 3.271E+003 3.028E+000 6.093E-009 1.742E-003 
0009 13:38:22 297 39.04 1.000E+000 7.700E-001 2.259E-006 3.287E+003 3.036E+000 6.031E-009 1.663E-003 
0010 13:44:10 297.1 39.02 1.000E+000 7.700E-001 2.238E-006 3.343E+003 3.049E+000 5.958E-009 1.744E-003 
0011 13:46:40 297 39.04 1.000E+000 7.700E-001 2.326E-006 3.270E+003 3.022E+000 6.118E-009 1.754E-003 
0012 13:48:46 297 39.04 1.000E+000 7.700E-001 2.341E-006 3.224E+003 3.018E+000 6.185E-009 1.150E-002 
0013 13:52:46 296.9 39.05 1.000E+000 7.700E-001 1.649E-006 1.516E+005 3.667E+000 2.612E-009 8.276E-003 
