fname time Tem kT_1 Nfe tau_r Wph Em t_ass rmsre 
W65S05 1389863725 0 555 2.766717066E+19 1.086791156E-06 3.900000000E-04 6.473581729E-01 5.508024291E+02 1.380051217E-03 
W65S05U 1389863725 0 555 2.770291960E+19 1.151595180E-06 3.900000000E-04 6.393919765E-01 4.197772128E+02 1.283041258E-03 
W65S10 1389863725 0 555 3.763724112E+19 3.149352270E-06 3.900000000E-04 6.491246727E-01 5.850017711E+02 1.821249675E-03 
W65S10U 1389863725 0 555 3.698798290E+19 2.654497712E-06 3.900000000E-04 6.409739918E-01 4.430451972E+02 1.726878692E-03 
W65S15 1389863725 0 555 4.066982330E+19 9.930644710E-06 3.900000000E-04 6.503353182E-01 6.096582824E+02 1.986891122E-03 
W65S15U 1389863725 0 555 4.212214385E+19 5.968684629E-06 3.900000000E-04 6.428397883E-01 4.721499217E+02 1.845340315E-03 
W65S20 1389865115 0 555 4.400219240E+19 3.793086716E-05 3.900000000E-04 6.509581467E-01 6.227451907E+02 2.519732955E-03 
W65S20U 1389863725 0 555 4.318710644E+19 2.306790259E-05 3.900000000E-04 6.425659282E-01 4.677611362E+02 2.737819846E-03 
W65S25 1389863725 0 555 4.212242470E+19 9.999999769E+01 3.900000000E-04 6.522179536E-01 6.500814092E+02 2.664142170E-03 
W65S25U 1389863725 0 555 4.470331862E+19 9.999998469E+01 3.900000000E-04 6.438146411E-01 4.881094326E+02 2.739499604E-03 
