N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -2.225161800E-02 -2.182347500E-02 -2.215383000E-02 -2.381817200E-02
1.600000000E+01 3.056839900E-02 3.054889000E-02 3.016635500E-02 2.996212700E-02
1.700000000E+01 6.581380600E-02 6.575585200E-02 6.470121200E-02 6.521210100E-02
1.549996187E+01 2.075245200E-02 1.986971200E-02 2.060202100E-02 2.081105600E-02
1.649996187E+01 5.026304100E-02 5.122075000E-02 5.135016400E-02 5.146418500E-02
1.674996808E+01 6.066788100E-02 5.955027700E-02 6.024742500E-02 6.054903300E-02
1.624993176E+01 3.936220100E-02 3.962199500E-02 3.979478800E-02 3.986704500E-02
1.574996808E+01 2.581466300E-02 2.544375900E-02 2.518246800E-02 2.572896500E-02
1.524993176E+01 7.641219000E-03 7.660688000E-03 7.900197000E-03 7.864934000E-03
