N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 325 3.800E-4 3.600450E+1 1.610480E+1 5.551200E-1 8.057690E+1
1.468000E+10 1.000E+17 325 3.800E-4 3.579366E+1 1.599650E+1 5.547060E-1 8.056670E+1
2.154000E+10 1.000E+17 325 3.800E-4 3.551835E+1 1.585510E+1 5.541580E-1 8.055320E+1
3.162000E+10 1.000E+17 325 3.800E-4 3.517169E+1 1.567710E+1 5.534570E-1 8.053580E+1
4.642000E+10 1.000E+17 325 3.800E-4 3.475237E+1 1.546170E+1 5.525860E-1 8.051410E+1
6.813000E+10 1.000E+17 325 3.800E-4 3.426503E+1 1.521090E+1 5.515380E-1 8.048750E+1
1.000000E+11 1.000E+17 325 3.800E-4 3.371805E+1 1.492880E+1 5.503060E-1 8.045570E+1
1.468000E+11 1.000E+17 325 3.800E-4 3.311990E+1 1.461910E+1 5.488270E-1 8.042600E+1
2.154000E+11 1.000E+17 325 3.800E-4 3.247630E+1 1.428450E+1 5.471330E-1 8.039050E+1
3.162000E+11 1.000E+17 325 3.800E-4 3.178976E+1 1.391990E+1 5.452260E-1 8.031060E+1
4.642000E+11 1.000E+17 325 3.800E-4 3.106073E+1 1.353780E+1 5.430890E-1 8.025340E+1
6.813000E+11 1.000E+17 325 3.800E-4 3.028888E+1 1.313270E+1 5.407010E-1 8.018870E+1
1.000000E+12 1.000E+17 325 3.800E-4 2.947396E+1 1.270450E+1 5.379450E-1 8.012770E+1
1.468000E+12 1.000E+17 325 3.800E-4 2.861617E+1 1.224810E+1 5.348950E-1 8.001790E+1
2.154000E+12 1.000E+17 325 3.800E-4 2.771645E+1 1.177530E+1 5.315750E-1 7.992270E+1
3.162000E+12 1.000E+17 325 3.800E-4 2.677662E+1 1.128370E+1 5.278660E-1 7.983120E+1
4.642000E+12 1.000E+17 325 3.800E-4 2.579944E+1 1.076940E+1 5.238310E-1 7.968770E+1
6.813000E+12 1.000E+17 325 3.800E-4 2.478873E+1 1.024590E+1 5.195180E-1 7.955990E+1
1.000000E+13 1.000E+17 325 3.800E-4 2.374926E+1 9.711700E+0 5.147780E-1 7.943770E+1
1.468000E+13 1.000E+17 325 3.800E-4 2.268680E+1 9.165800E+0 5.098360E-1 7.924410E+1
2.154000E+13 1.000E+17 325 3.800E-4 2.160797E+1 8.622200E+0 5.044700E-1 7.909830E+1
3.162000E+13 1.000E+17 325 3.800E-4 2.052014E+1 8.075600E+0 4.989140E-1 7.888080E+1
4.642000E+13 1.000E+17 325 3.800E-4 1.943122E+1 7.539700E+0 4.930350E-1 7.870030E+1
6.813000E+13 1.000E+17 325 3.800E-4 1.834952E+1 7.010500E+0 4.869240E-1 7.846230E+1
1.000000E+14 1.000E+17 325 3.800E-4 1.728342E+1 6.496200E+0 4.806490E-1 7.819860E+1
