Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.156304023E+00 1.138672382E+00 1.763164100E-02 1.154296949E+00 1.136453717E+00 1.784323200E-02
1.468000E+10 1.156315009E+00 1.138686588E+00 1.762842100E-02 1.154941643E+00 1.137330770E+00 1.761087300E-02
2.154000E+10 1.156331008E+00 1.138707291E+00 1.762371700E-02 1.155392465E+00 1.137780366E+00 1.761209900E-02
3.162000E+10 1.156441397E+00 1.138737417E+00 1.770398000E-02 1.155713420E+00 1.138104268E+00 1.760915200E-02
4.642000E+10 1.156678752E+00 1.138781176E+00 1.789757600E-02 1.155950695E+00 1.138348937E+00 1.760175800E-02
6.813000E+10 1.157025687E+00 1.138844315E+00 1.818137200E-02 1.156138393E+00 1.138549291E+00 1.758910200E-02
1.000000E+11 1.157531878E+00 1.138934921E+00 1.859695700E-02 1.156303120E+00 1.138733572E+00 1.756954800E-02
1.468000E+11 1.158268349E+00 1.139062950E+00 1.920539900E-02 1.157264725E+00 1.138925448E+00 1.833927700E-02
2.154000E+11 1.159335612E+00 1.139241880E+00 2.009373200E-02 1.158618679E+00 1.139147960E+00 1.947071900E-02
3.162000E+11 1.160873456E+00 1.139485625E+00 2.138783100E-02 1.160353666E+00 1.139421452E+00 2.093221400E-02
4.642000E+11 1.163071747E+00 1.139809439E+00 2.326230800E-02 1.162686953E+00 1.139765514E+00 2.292143900E-02
6.813000E+11 1.166178587E+00 1.140222111E+00 2.595647600E-02 1.165885917E+00 1.140192027E+00 2.569389000E-02
1.000000E+12 1.166903539E+00 1.140724137E+00 2.617940200E-02 1.166880952E+00 1.140703515E+00 2.617743700E-02
1.468000E+12 1.167416808E+00 1.141208423E+00 2.620838500E-02 1.167401343E+00 1.141194120E+00 2.620722300E-02
2.154000E+12 1.167758432E+00 1.141665754E+00 2.609267800E-02 1.167747873E+00 1.141656040E+00 2.609183300E-02
3.162000E+12 1.168242295E+00 1.142225138E+00 2.601715700E-02 1.168235012E+00 1.142218480E+00 2.601653200E-02
4.642000E+12 1.168682639E+00 1.142926222E+00 2.575641700E-02 1.168678874E+00 1.142921630E+00 2.575724400E-02
6.813000E+12 1.168971933E+00 1.143182902E+00 2.578903100E-02 1.168969341E+00 1.143179762E+00 2.578957900E-02
1.000000E+13 1.172308166E+00 1.14566238E+00 2.664578600E-02 1.172215276E+00 1.14513665E+00 2.707862600E-02
