Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.176584684E+00 1.137283214E+00 3.930147000E-02 1.163173824E+00 1.133738660E+00 2.943516400E-02
1.468000E+10 1.176592487E+00 1.137322259E+00 3.927022800E-02 1.164441336E+00 1.134885663E+00 2.955567300E-02
2.154000E+10 1.176603812E+00 1.137378888E+00 3.922492400E-02 1.165322313E+00 1.135708084E+00 2.961422900E-02
3.162000E+10 1.176620175E+00 1.137460562E+00 3.915961300E-02 1.167882734E+00 1.136316664E+00 3.156607000E-02
4.642000E+10 1.176644050E+00 1.137577124E+00 3.906692600E-02 1.172545583E+00 1.136794646E+00 3.575093700E-02
6.813000E+10 1.176678426E+00 1.137930698E+00 3.874772800E-02 1.176018386E+00 1.137207123E+00 3.881126300E-02
1.000000E+11 1.176727776E+00 1.138719003E+00 3.800877300E-02 1.176277438E+00 1.137606334E+00 3.867110400E-02
1.468000E+11 1.176797910E+00 1.139857610E+00 3.694030000E-02 1.176490767E+00 1.138995598E+00 3.749516900E-02
2.154000E+11 1.176896191E+00 1.141480731E+00 3.541546000E-02 1.176686734E+00 1.140828789E+00 3.585794500E-02
3.162000E+11 1.177031217E+00 1.143768415E+00 3.326280200E-02 1.176888396E+00 1.143260435E+00 3.362796100E-02
4.642000E+11 1.177211910E+00 1.146944236E+00 3.026767400E-02 1.177114523E+00 1.146534038E+00 3.058048500E-02
6.813000E+11 1.177445324E+00 1.150260694E+00 2.718463000E-02 1.177378907E+00 1.150199632E+00 2.717927500E-02
1.000000E+12 1.177733513E+00 1.151615024E+00 2.611848900E-02 1.177688220E+00 1.151573041E+00 2.611517900E-02
1.468000E+12 1.178070521E+00 1.152566046E+00 2.550447500E-02 1.178039616E+00 1.152537124E+00 2.550249200E-02
2.154000E+12 1.178349154E+00 1.153535074E+00 2.481408000E-02 1.178328110E+00 1.153515204E+00 2.481290600E-02
3.162000E+12 1.178762061E+00 1.154279761E+00 2.448230000E-02 1.178747979E+00 1.154266937E+00 2.448104200E-02
4.642000E+12 1.187131073E+00 1.154981309E+00 3.214976400E-02 1.186644204E+00 1.154972509E+00 3.167169500E-02
6.813000E+12 1.189606542E+00 1.155542507E+00 3.406403500E-02 1.189599337E+00 1.155536521E+00 3.406281600E-02
1.000000E+13 1.189921889E+00 1.164551229E+00 2.537066000E-02 1.189916975E+00 1.164380189E+00 2.553678600E-02
