fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
00S1 8:29:00 293.4 39.52 1.000E+000 8.423E-001 2.831E-006 4.102E+002 2.546E+000 3.743E-008 1.638E-005 6.630E-003 1.634E-005 2.710E-008 2.501E-001 3.300E-003 7.965E-006 4.294E-004 
00S2 8:42:08 296.4 39.12 1.000E+000 8.610E-001 2.934E-006 4.180E+002 2.519E+000 4.337E-008 1.654E-005 6.812E-003 1.651E-005 2.812E-008 2.501E-001 3.400E-003 8.028E-006 4.686E-004 
00S3 9:02:48 299.2 38.75 1.000E+000 8.784E-001 2.924E-006 4.265E+002 2.495E+000 4.864E-008 1.647E-005 6.901E-003 1.643E-005 2.836E-008 2.501E-001 3.500E-003 7.864E-006 5.996E-004 
00S4 9:22:52 302.6 38.32 1.000E+000 8.996E-001 3.103E-006 4.349E+002 2.466E+000 5.643E-008 1.645E-005 7.014E-003 1.642E-005 2.881E-008 2.501E-001 3.500E-003 7.996E-006 5.437E-004 
00S5 9:40:48 305.8 37.91 1.000E+000 9.196E-001 3.164E-006 4.443E+002 2.439E+000 6.391E-008 1.636E-005 7.103E-003 1.633E-005 2.901E-008 2.501E-001 3.600E-003 7.828E-006 5.372E-004 
00S6 10:01:24 308.9 37.53 1.000E+000 9.389E-001 3.234E-006 4.523E+002 2.413E+000 7.194E-008 1.633E-005 7.192E-003 1.630E-005 2.932E-008 2.502E-001 3.600E-003 7.919E-006 1.095E-002 
00S7 10:23:02 312.7 37.08 1.000E+000 9.626E-001 3.315E-006 4.616E+002 2.383E+000 8.389E-008 1.632E-005 7.300E-003 1.629E-005 2.974E-008 2.502E-001 3.700E-003 7.815E-006 5.747E-004 
00S8 10:42:32 315.6 36.74 1.000E+000 9.807E-001 3.215E-006 4.701E+002 2.360E+000 9.178E-008 1.640E-005 7.436E-003 1.637E-005 3.046E-008 2.502E-001 3.700E-003 8.011E-006 5.829E-004 
00S9 11:01:20 319.3 36.31 1.000E+000 1.004E+000 3.517E-006 4.780E+002 2.331E+000 1.033E-007 1.654E-005 7.573E-003 1.651E-005 3.129E-008 2.503E-001 3.800E-003 8.015E-006 6.752E-004 
0S10 11:19:52 323.4 35.85 1.000E+000 1.029E+000 3.612E-006 4.865E+002 2.300E+000 1.182E-007 1.645E-005 7.599E-003 1.641E-005 3.122E-008 2.503E-001 3.800E-003 7.999E-006 4.651E-004 
0S11 11:38:56 326.8 35.48 1.000E+000 1.050E+000 3.778E-006 4.958E+002 2.275E+000 1.289E-007 1.612E-005 7.523E-003 1.609E-005 3.030E-008 2.504E-001 3.800E-003 7.760E-006 6.668E-004 
0S12 11:59:26 330 35.13 1.000E+000 1.070E+000 3.821E-006 5.005E+002 2.252E+000 1.425E-007 1.621E-005 7.574E-003 1.618E-005 3.068E-008 2.504E-001 3.800E-003 7.861E-006 1.539E-003 
0S13 12:16:54 333.1 34.81 1.000E+000 1.090E+000 3.986E-006 5.041E+002 2.230E+000 1.565E-007 1.680E-005 7.834E-003 1.676E-005 3.290E-008 2.505E-001 3.900E-003 8.221E-006 5.091E-004 
0S14 12:40:58 335.7 34.54 1.000E+000 1.106E+000 4.154E-006 5.081E+002 2.212E+000 1.672E-007 1.654E-005 7.706E-003 1.651E-005 3.186E-008 2.505E-001 3.900E-003 7.956E-006 6.208E-004 
0S15 13:03:08 339.6 34.14 1.000E+000 1.130E+000 4.403E-006 5.115E+002 2.186E+000 1.836E-007 1.642E-005 7.581E-003 1.638E-005 3.113E-008 2.507E-001 3.800E-003 7.976E-006 4.173E-004 
