N x
1.5455282E+0 1.2944973E+21
1.5333502E+0 1.2966554E+21
1.5211157E+0 1.2966197E+21
1.5087400E+0 1.2863155E+21
1.4961039E+0 1.2948714E+21
1.4836875E+0 1.2919251E+21
1.4707781E+0 1.2946917E+21
1.4582012E+0 1.2938336E+21
1.4450468E+0 1.2770509E+21
1.4318998E+0 1.2904373E+21
1.4187795E+0 1.2874713E+21
1.4053250E+0 1.2890969E+21
1.3919884E+0 1.2703799E+21
1.3778699E+0 1.2689524E+21
1.3642334E+0 1.2901751E+21
1.3502907E+0 1.2672774E+21
1.3358641E+0 1.2644006E+21
1.3215561E+0 1.2873737E+21
1.3073365E+0 1.2749393E+21
1.2924283E+0 1.2628656E+21
1.2775997E+0 1.2654979E+21
1.2624038E+0 1.2487299E+21
1.2468052E+0 1.2568882E+21
1.2314342E+0 1.2577976E+21
1.2154612E+0 1.2535209E+21
1.1995789E+0 1.2667507E+21
1.1835177E+0 1.2573945E+21
1.1669565E+0 1.2427262E+21
1.1500438E+0 1.2417150E+21
1.1329654E+0 1.2413304E+21
1.1155267E+0 1.2287105E+21
1.0975456E+0 1.2264432E+21
1.0794672E+0 1.2340190E+21
1.0611040E+0 1.2220580E+21
1.0420244E+0 1.2183436E+21
1.0228711E+0 1.2141803E+21
1.0029283E+0 1.2015140E+21
9.8258466E-1 1.2046124E+21
9.6191496E-1 1.2004636E+21
9.4053672E-1 1.2026268E+21
9.1900084E-1 1.2120005E+21
