fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
UDT0 10:54:48 314.4 36.88 1.000E+000 4.172E-001 2.628E-007 1.357E+003 2.564E+000 1.677E-008 4.243E-003 
UDT1 10:57:02 314.4 36.88 1.000E+000 4.067E-001 2.705E-007 1.357E+003 2.568E+000 1.672E-008 2.712E-003 
UDT2 11:00:24 314.2 36.9 1.000E+000 5.628E-001 2.535E-007 1.360E+003 2.549E+000 1.707E-008 4.170E-003 
UDT3 11:04:06 314.3 36.89 1.000E+000 5.967E-001 2.373E-007 1.358E+003 2.557E+000 1.697E-008 3.992E-003 
UDT4 11:06:08 314.2 36.9 1.000E+000 5.145E-001 2.783E-007 1.360E+003 2.543E+000 1.701E-008 3.239E-003 
UDT5 11:08:32 314.1 36.91 1.000E+000 5.381E-001 2.777E-007 1.362E+003 2.547E+000 1.697E-008 3.931E-003 
UDT6 11:10:46 314.1 36.91 1.000E+000 5.783E-001 2.642E-007 1.362E+003 2.552E+000 1.702E-008 3.183E-003 
UDT7 11:13:10 314.1 36.91 1.000E+000 5.757E-001 2.500E-007 1.362E+003 2.570E+000 1.659E-008 3.977E-003 
UDT8 11:15:28 314.1 36.91 1.000E+000 3.872E-001 3.230E-007 1.362E+003 2.548E+000 1.687E-008 3.382E-003 
UDT9 11:17:40 314.1 36.91 1.000E+000 5.700E-001 2.691E-007 1.362E+003 2.552E+000 1.698E-008 3.024E-003 
