N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 3.860343000E-03 3.495504000E-03 3.210623000E-03 2.956557000E-03 2.685568000E-03 2.122527000E-03 7.546270000E-04 2.374846000E-03 2.498141000E-03 3.009156000E-03 4.079796000E-03
1.600000000E+01 8.784219000E-03 8.731132000E-03 8.978211000E-03 9.421653000E-03 1.041243000E-02 1.180344300E-02 1.349901800E-02 1.570854300E-02 1.827301300E-02 2.091607700E-02 2.366185500E-02
1.700000000E+01 1.525483300E-02 1.750795600E-02 2.071539800E-02 2.465034700E-02 2.977963800E-02 3.635410800E-02 4.215860100E-02 4.937677200E-02 5.680764500E-02 6.340046300E-02 7.026451400E-02
1.549996187E+01 6.617037000E-03 6.224989000E-03 5.913849000E-03 5.921619000E-03 6.138980000E-03 6.506608000E-03 7.085560000E-03 7.678393000E-03 7.925776000E-03 7.122350000E-03 3.908745000E-03
1.649996187E+01 1.074586700E-02 1.147747500E-02 1.254978000E-02 1.445333600E-02 1.699925700E-02 2.000454300E-02 2.384875900E-02 2.827940100E-02 3.294873600E-02 3.827169500E-02 4.380404500E-02
1.674996808E+01 1.248077600E-02 1.384484500E-02 1.571888600E-02 1.858005200E-02 2.222745300E-02 2.694637400E-02 3.268883300E-02 3.738647200E-02 4.320755900E-02 4.969657100E-02 5.619074700E-02
1.624993176E+01 9.568893000E-03 9.859905000E-03 1.055912700E-02 1.153820100E-02 1.321183600E-02 1.541564900E-02 1.798925300E-02 2.122684700E-02 2.494410000E-02 2.876327900E-02 3.299816800E-02
1.574996808E+01 7.945950000E-03 7.473185000E-03 7.432220000E-03 7.651496000E-03 8.158642000E-03 8.879759000E-03 9.987929000E-03 1.135743700E-02 1.279689000E-02 1.419393000E-02 1.519426200E-02
1.524993176E+01 5.175950000E-03 4.712825000E-03 4.467392000E-03 4.361852000E-03 4.380254000E-03 4.423326000E-03 4.374909000E-03 3.737161000E-03 1.707200000E-03 2.427032000E-03 2.576655000E-03
