T d154 d184 d214 d244
d 150 180 210 240
290 2.721560000E-04 2.705150000E-04 2.696460000E-04 2.691800000E-04
295 2.560580000E-04 2.548280000E-04 2.539600000E-04 2.534070000E-04
300 2.372270000E-04 2.362900000E-04 2.354170000E-04 2.348420000E-04
305 2.167270000E-04 2.157910000E-04 2.149730000E-04 2.144980000E-04
310 1.958190000E-04 1.945900000E-04 1.940790000E-04 1.936600000E-04
315 1.751940000E-04 1.738390000E-04 1.736490000E-04 1.732330000E-04
320 1.562040000E-04 1.546790000E-04 1.545370000E-04 1.543100000E-04
325 1.394420000E-04 1.381280000E-04 1.378620000E-04 1.378560000E-04
330 1.256510000E-04 1.246670000E-04 1.239990000E-04 1.243820000E-04
335 1.153560000E-04 1.146150000E-04 1.139570000E-04 1.140240000E-04
340 1.087680000E-04 1.080610000E-04 1.076350000E-04 1.077250000E-04
