fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0001 11:43:48 297 39.04 1.000E+000 7.868E-001 2.094E-006 3.475E+003 3.030E+000 5.715E-009 1.483E-003 
0002 11:47:24 297 39.04 1.000E+000 7.510E-001 2.163E-006 3.327E+003 3.003E+000 5.926E-009 1.454E-003 
0003 11:50:10 297.1 39.02 1.000E+000 7.762E-001 2.091E-006 3.416E+003 3.028E+000 5.731E-009 1.482E-003 
0004 11:52:44 297 39.04 1.000E+000 7.901E-001 1.993E-006 3.386E+003 3.024E+000 5.739E-009 1.426E-003 
0005 11:55:16 297.1 39.02 1.000E+000 7.711E-001 2.059E-006 3.424E+003 3.029E+000 5.724E-009 1.494E-003 
0006 12:02:40 297.1 39.02 1.000E+000 7.693E-001 2.113E-006 3.379E+003 3.017E+000 5.831E-009 1.480E-003 
0007 12:06:46 297 39.04 1.000E+000 7.945E-001 1.995E-006 3.369E+003 3.024E+000 5.801E-009 1.437E-003 
0008 12:09:04 297 39.04 1.000E+000 7.895E-001 2.056E-006 3.300E+003 3.005E+000 5.955E-009 1.460E-003 
0009 12:11:54 297 39.04 1.000E+000 7.916E-001 2.023E-006 3.398E+003 3.030E+000 5.737E-009 1.481E-003 
0010 12:13:40 296.9 39.05 1.000E+000 8.067E-001 1.967E-006 3.395E+003 3.028E+000 5.720E-009 1.495E-003 
0011 12:16:36 297 39.04 1.000E+000 8.052E-001 1.970E-006 3.442E+003 3.037E+000 5.684E-009 1.523E-003 
