N x
1.4058681E+0 1.4033585E+21
1.3935132E+0 1.3709045E+21
1.3804548E+0 1.3862507E+21
1.3681569E+0 1.4416773E+21
1.3558473E+0 1.3993942E+21
1.3425666E+0 1.3647347E+21
1.3293577E+0 1.4140589E+21
1.3167522E+0 1.4133717E+21
1.3032689E+0 1.4004274E+21
1.2901625E+0 1.4192735E+21
1.2767588E+0 1.3794991E+21
1.2625968E+0 1.4061859E+21
1.2494319E+0 1.4135163E+21
1.2351014E+0 1.3630974E+21
1.2206001E+0 1.3895991E+21
1.2064901E+0 1.4199801E+21
1.1922676E+0 1.3948771E+21
1.1772958E+0 1.3808627E+21
1.1624126E+0 1.3854228E+21
1.1471520E+0 1.3963039E+21
1.1321136E+0 1.4170114E+21
1.1168939E+0 1.3753726E+21
1.1005006E+0 1.3683266E+21
1.0846699E+0 1.3823018E+21
1.0681178E+0 1.3530704E+21
1.0510784E+0 1.3867245E+21
1.0348303E+0 1.3956085E+21
1.0174524E+0 1.3610989E+21
9.9977685E-1 1.3811995E+21
9.8230718E-1 1.3862833E+21
9.6412111E-1 1.3466082E+21
9.4490213E-1 1.3548341E+21
9.2621802E-1 1.3813712E+21
9.0695468E-1 1.3581153E+21
8.8679380E-1 1.3468022E+21
8.6630815E-1 1.3339481E+21
8.4476726E-1 1.3311364E+21
8.2314310E-1 1.3309122E+21
8.0043376E-1 1.3145980E+21
7.7699542E-1 1.2979010E+21
7.5226429E-1 1.2833500E+21
