N x
1.4201734E+0 1.3909930E+21
1.4078348E+0 1.3904015E+21
1.3953765E+0 1.3764149E+21
1.3825602E+0 1.3746062E+21
1.3698381E+0 1.3913185E+21
1.3570931E+0 1.3983791E+21
1.3442611E+0 1.3854814E+21
1.3310286E+0 1.3729335E+21
1.3176998E+0 1.3787543E+21
1.3043122E+0 1.3953047E+21
1.2910311E+0 1.3934398E+21
1.2773276E+0 1.3918745E+21
1.2637319E+0 1.3723165E+21
1.2493314E+0 1.3645692E+21
1.2352651E+0 1.3947095E+21
1.2211583E+0 1.3764325E+21
1.2063807E+0 1.3719784E+21
1.1918361E+0 1.3915409E+21
1.1771129E+0 1.3718881E+21
1.1617721E+0 1.3739308E+21
1.1467088E+0 1.3820633E+21
1.1311394E+0 1.3632675E+21
1.1152285E+0 1.3706055E+21
1.0993867E+0 1.3638504E+21
1.0828474E+0 1.3570118E+21
1.0663566E+0 1.3804439E+21
1.0498753E+0 1.3656864E+21
1.0324902E+0 1.3525498E+21
1.0151194E+0 1.3600370E+21
9.9732664E-1 1.3613735E+21
9.7936812E-1 1.3495036E+21
9.6058717E-1 1.3363693E+21
9.4155309E-1 1.3479421E+21
9.2234033E-1 1.3374513E+21
9.0218696E-1 1.3377565E+21
8.8212660E-1 1.3277617E+21
8.6071524E-1 1.3067549E+21
8.3896451E-1 1.3100543E+21
8.1653655E-1 1.2967611E+21
7.9309714E-1 1.2916239E+21
7.6913966E-1 1.2968284E+21
