fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T31 10:49:18 295 39.3 1.000E+000 6.300E-001 1.025E-006 1.385E+004 2.711E+000 1.142E-008 4.345E-004 
0T32 10:53:04 295.1 39.29 1.000E+000 6.300E-001 1.046E-006 1.385E+004 2.708E+000 1.163E-008 5.132E-004 
0T33 10:54:56 295 39.3 1.000E+000 6.300E-001 1.042E-006 1.385E+004 2.707E+000 1.156E-008 4.577E-004 
0T34 11:01:40 295.1 39.29 1.000E+000 6.300E-001 1.035E-006 1.385E+004 2.703E+000 1.171E-008 4.218E-004 
0T35 11:04:50 295 39.3 1.000E+000 6.300E-001 1.022E-006 1.385E+004 2.702E+000 1.170E-008 4.679E-004 
0T36 11:08:14 294.9 39.32 1.000E+000 6.300E-001 1.001E-006 1.385E+004 2.704E+000 1.164E-008 3.900E-004 
0T37 11:10:24 295 39.3 1.000E+000 6.300E-001 1.036E-006 1.385E+004 2.699E+000 1.185E-008 3.438E-004 
0T38 11:13:26 295 39.3 1.000E+000 6.300E-001 1.038E-006 1.385E+004 2.697E+000 1.188E-008 3.418E-004 
0T39 11:16:26 295 39.3 1.000E+000 6.300E-001 1.053E-006 1.385E+004 2.698E+000 1.189E-008 3.604E-004 
0T40 11:18:54 294.9 39.32 1.000E+000 6.300E-001 1.032E-006 1.385E+004 2.698E+000 1.182E-008 3.433E-004 
0T41 11:28:06 295.1 39.29 1.000E+000 6.300E-001 1.054E-006 1.385E+004 2.695E+000 1.201E-008 3.964E-004 
0T42 11:32:02 295 39.3 1.000E+000 6.300E-001 1.062E-006 1.385E+004 2.695E+000 1.199E-008 2.741E-004 
0T43 11:36:56 294.9 39.32 1.000E+000 6.300E-001 1.048E-006 1.385E+004 2.695E+000 1.194E-008 2.994E-004 
0T44 11:42:14 295 39.3 1.000E+000 6.300E-001 1.060E-006 1.385E+004 2.693E+000 1.208E-008 2.644E-004 
0T45 11:49:58 295 39.3 1.000E+000 6.300E-001 1.071E-006 1.385E+004 2.693E+000 1.213E-008 3.175E-004 
0T46 11:55:40 295.1 39.29 1.000E+000 6.300E-001 1.067E-006 1.385E+004 2.692E+000 1.220E-008 2.574E-004 
0T47 11:59:52 294.9 39.32 1.000E+000 6.300E-001 1.056E-006 1.385E+004 2.691E+000 1.207E-008 3.175E-004 
0T48 12:08:30 295 39.3 1.000E+000 6.300E-001 1.049E-006 1.385E+004 2.690E+000 1.220E-008 3.327E-004 
0T49 12:16:58 294.9 39.32 1.000E+000 6.300E-001 1.061E-006 1.385E+004 2.690E+000 1.217E-008 2.570E-004 
0T50 12:23:20 295 39.3 1.000E+000 6.300E-001 1.068E-006 1.385E+004 2.688E+000 1.231E-008 2.934E-004 
0T51 12:28:24 294.9 39.32 1.000E+000 6.300E-001 1.053E-006 1.385E+004 2.689E+000 1.220E-008 2.537E-004 
0T52 12:34:02 295 39.3 1.000E+000 6.300E-001 1.074E-006 1.385E+004 2.686E+000 1.234E-008 2.939E-004 
0T53 12:42:06 295 39.3 1.000E+000 6.300E-001 1.064E-006 1.385E+004 2.686E+000 1.234E-008 3.208E-004 
0T54 12:52:18 295.1 39.29 1.000E+000 6.300E-001 1.073E-006 1.385E+004 2.687E+000 1.243E-008 2.911E-004 
0T55 13:02:16 295 39.3 1.000E+000 6.300E-001 1.048E-006 1.385E+004 2.686E+000 1.239E-008 2.940E-004 
0T56 13:12:54 295 39.3 1.000E+000 6.300E-001 1.064E-006 1.385E+004 2.683E+000 1.245E-008 2.725E-004 
0T57 13:22:06 295 39.3 1.000E+000 6.300E-001 1.063E-006 1.385E+004 2.683E+000 1.247E-008 3.017E-004 
0T58 13:34:44 294.9 39.32 1.000E+000 6.300E-001 1.054E-006 1.385E+004 2.685E+000 1.242E-008 2.510E-004 
0T59 13:44:46 295.1 39.29 1.000E+000 6.300E-001 1.075E-006 1.385E+004 2.680E+000 1.267E-008 3.015E-004 
0T60 13:51:52 295 39.3 1.000E+000 6.300E-001 1.068E-006 1.385E+004 2.682E+000 1.256E-008 3.037E-004 
0T61 14:04:10 295.1 39.29 1.000E+000 6.300E-001 1.073E-006 1.385E+004 2.684E+000 1.259E-008 2.360E-004 
0T62 14:11:20 294.9 39.32 1.000E+000 6.300E-001 1.052E-006 1.385E+004 2.685E+000 1.249E-008 6.187E-003 
0T63 14:23:28 295.2 39.28 1.000E+000 6.300E-001 1.078E-006 1.385E+004 2.681E+000 1.276E-008 2.816E-004 
0T64 14:33:00 295 39.3 1.000E+000 6.300E-001 1.058E-006 1.385E+004 2.680E+000 1.263E-008 2.467E-004 
0T65 14:43:06 295.1 39.29 1.000E+000 6.300E-001 1.068E-006 1.385E+004 2.679E+000 1.275E-008 2.711E-004 
0T66 14:52:26 294.9 39.32 1.000E+000 6.300E-001 1.051E-006 1.385E+004 2.683E+000 1.251E-008 3.019E-004 
0T67 15:01:42 295 39.3 1.000E+000 6.300E-001 1.062E-006 1.385E+004 2.680E+000 1.265E-008 2.677E-004 
0T68 15:21:30 295 39.3 1.000E+000 6.300E-001 1.043E-006 1.385E+004 2.680E+000 1.265E-008 2.739E-004 
0T69 15:24:46 295 39.3 1.000E+000 6.300E-001 1.054E-006 1.385E+004 2.681E+000 1.263E-008 2.690E-004 
0T70 15:35:58 295 39.3 1.000E+000 6.300E-001 1.066E-006 1.385E+004 2.680E+000 1.268E-008 2.822E-004 
