N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 1.000E+15 305 1.800E-4 1.078541264E+00 1.078306877E+00
1.468000E+10 1.000E+15 305 1.800E-4 1.079179330E+00 1.079008694E+00
2.154000E+10 1.000E+15 305 1.800E-4 1.080149583E+00 1.080028465E+00
3.162000E+10 1.000E+15 305 1.800E-4 1.081587666E+00 1.081503321E+00
4.642000E+10 1.000E+15 305 1.800E-4 1.083679577E+00 1.083621801E+00
6.813000E+10 1.000E+15 305 1.800E-4 1.086673537E+00 1.086634645E+00
1.000000E+11 1.000E+15 305 1.800E-4 1.090883680E+00 1.090858114E+00
1.468000E+11 1.000E+15 305 1.800E-4 1.096673346E+00 1.096657181E+00
2.154000E+11 1.000E+15 305 1.800E-4 1.104397817E+00 1.104388336E+00
3.162000E+11 1.000E+15 305 1.800E-4 1.114284010E+00 1.114279355E+00
4.642000E+11 1.000E+15 305 1.800E-4 1.126245912E+00 1.126244777E+00
6.813000E+11 1.000E+15 305 1.800E-4 1.139701568E+00 1.139702959E+00
1.000000E+12 1.000E+15 305 1.800E-4 1.153553585E+00 1.153556691E+00
1.468000E+12 1.000E+15 305 1.800E-4 1.166493640E+00 1.166497729E+00
2.154000E+12 1.000E+15 305 1.800E-4 1.177544757E+00 1.177549216E+00
3.162000E+12 1.000E+15 305 1.800E-4 1.186438959E+00 1.186443328E+00
4.642000E+12 1.000E+15 305 1.800E-4 1.193523019E+00 1.193527057E+00
6.813000E+12 1.000E+15 305 1.800E-4 1.199355695E+00 1.199359316E+00
1.000000E+13 1.000E+15 305 1.800E-4 1.204390396E+00 1.204393601E+00
