N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 335 1.800E-4 1.009356770E+00 1.011100321E+00
1.468000E+10 3.162E+15 335 1.800E-4 1.009834157E+00 1.011091464E+00
2.154000E+10 3.162E+15 335 1.800E-4 1.010186234E+00 1.011078777E+00
3.162000E+10 3.162E+15 335 1.800E-4 1.010434381E+00 1.011060814E+00
4.642000E+10 3.162E+15 335 1.800E-4 1.010599600E+00 1.011035834E+00
6.813000E+10 3.162E+15 335 1.800E-4 1.010699748E+00 1.011002045E+00
1.000000E+11 3.162E+15 335 1.800E-4 1.010749323E+00 1.010958314E+00
1.468000E+11 3.162E+15 335 1.800E-4 1.010761274E+00 1.010905788E+00
2.154000E+11 3.162E+15 335 1.800E-4 1.010750818E+00 1.010851077E+00
3.162000E+11 3.162E+15 335 1.800E-4 1.010741531E+00 1.010811616E+00
4.642000E+11 3.162E+15 335 1.800E-4 1.010774032E+00 1.010823726E+00
6.813000E+11 3.162E+15 335 1.800E-4 1.010911179E+00 1.010947215E+00
1.000000E+12 3.162E+15 335 1.800E-4 1.011244840E+00 1.011271873E+00
1.468000E+12 3.162E+15 335 1.800E-4 1.045072559E+00 1.045050504E+00
2.154000E+12 3.162E+15 335 1.800E-4 1.081552451E+00 1.081549507E+00
3.162000E+12 3.162E+15 335 1.800E-4 1.110988016E+00 1.110993811E+00
4.642000E+12 3.162E+15 335 1.800E-4 1.133178542E+00 1.133188630E+00
6.813000E+12 3.162E+15 335 1.800E-4 1.150546035E+00 1.150557265E+00
1.000000E+13 3.162E+15 335 1.800E-4 1.164303554E+00 1.164314518E+00
