T nFsrh nFBsrh dnsrh nF nFB dn
290 1.214273847E+00 1.000036730E+0 2.142371170E-01 1.214273847E+00 1.000036730E+0 2.142371170E-01
295 1.203072900E+00 1.000035529E+0 2.030373710E-01 1.203072900E+00 1.000035529E+0 2.030373710E-01
300 1.212079128E+00 1.000034415E+0 2.120447130E-01 1.212079128E+00 1.000034415E+0 2.120447130E-01
305 1.210461244E+00 1.000033380E+0 2.104278640E-01 1.210461244E+00 1.000033380E+0 2.104278640E-01
310 1.219428007E+00 1.000032416E+0 2.193955910E-01 1.219428007E+00 1.000032416E+0 2.193955910E-01
315 1.228247550E+00 1.000031518E+0 2.282160320E-01 1.228247550E+00 1.000031518E+0 2.282160320E-01
320 1.226788890E+00 1.000030679E+0 2.267582110E-01 1.226788890E+00 1.000030679E+0 2.267582110E-01
325 1.229778994E+00 1.000029894E+0 2.297491000E-01 1.229778994E+00 1.000029894E+0 2.297491000E-01
330 1.238052867E+00 1.000029159E+0 2.380237080E-01 1.238052867E+00 1.000029159E+0 2.380237080E-01
335 1.241389887E+00 1.000028470E+0 2.413614170E-01 1.241389887E+00 1.000028470E+0 2.413614170E-01
340 1.248670063E+00 1.000027823E+0 2.486422400E-01 1.248670063E+00 1.000027823E+0 2.486422400E-01
