T nFsrh nFBsrh dnsrh nF nFB dn
290 1.193115496E+00 1.107685927E+0 8.542956900E-02 1.193115496E+00 1.107685927E+0 8.542956900E-02
295 1.191279922E+00 1.105373637E+0 8.590628500E-02 1.191279922E+00 1.105373637E+0 8.590628500E-02
300 1.199786598E+00 1.103214124E+0 9.657247400E-02 1.199786598E+00 1.103214124E+0 9.657247400E-02
305 1.208120070E+00 1.101194592E+0 1.069254780E-01 1.208120070E+00 1.101194592E+0 1.069254780E-01
310 1.206347832E+00 1.099303575E+0 1.070442570E-01 1.206347832E+00 1.099303575E+0 1.070442570E-01
315 1.208800160E+00 1.097530777E+0 1.112693830E-01 1.208800160E+00 1.097530777E+0 1.112693830E-01
320 1.211947682E+00 1.095866931E+0 1.160807510E-01 1.211947682E+00 1.095866931E+0 1.160807510E-01
325 1.218878699E+00 1.094303674E+0 1.245750250E-01 1.218878699E+00 1.094303674E+0 1.245750250E-01
330 1.225141697E+00 1.092833446E+0 1.323082510E-01 1.225141697E+00 1.092833446E+0 1.323082510E-01
335 1.230496080E+00 1.091449399E+0 1.390466810E-01 1.230496080E+00 1.091449399E+0 1.390466810E-01
340 1.234670313E+00 1.090145313E+0 1.445250000E-01 1.234670313E+00 1.090145313E+0 1.445250000E-01
