N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.018762374E+00 1.017614063E+00 1.016945571E+00 1.016580305E+00
1.600000000E+01 1.270632095E+00 1.269988143E+00 1.269376507E+00 1.269060672E+00
1.700000000E+01 1.344069378E+00 1.343800890E+00 1.342288961E+00 1.342609870E+00
1.549996187E+01 1.217690318E+00 1.217308272E+00 1.218367586E+00 1.218482593E+00
1.649996187E+01 1.303454984E+00 1.303719759E+00 1.303333954E+00 1.303539639E+00
1.674996808E+01 1.323299087E+00 1.321856044E+00 1.321830724E+00 1.321912257E+00
1.624993176E+01 1.287181041E+00 1.286720170E+00 1.286452989E+00 1.286041228E+00
1.574996808E+01 1.250987880E+00 1.250101677E+00 1.249659215E+00 1.250140724E+00
1.524993176E+01 1.136990792E+00 1.142596799E+00 1.145396601E+00 1.145953735E+00
