N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.019377119E+00 1.017906162E+00 1.016709169E+00 1.015699075E+00
1.600000000E+01 1.257244260E+00 1.253489195E+00 1.250076621E+00 1.247313915E+00
1.700000000E+01 1.320555869E+00 1.318601252E+00 1.315621550E+00 1.314703026E+00
1.549996187E+01 1.165771950E+00 1.154347817E+00 1.146930540E+00 1.140926189E+00
1.649996187E+01 1.289459765E+00 1.287572058E+00 1.285222696E+00 1.283686587E+00
1.674996808E+01 1.305584844E+00 1.302203906E+00 1.300463427E+00 1.299035652E+00
1.624993176E+01 1.274910349E+00 1.272003412E+00 1.269473329E+00 1.267058695E+00
1.574996808E+01 1.229294225E+00 1.223358127E+00 1.218682036E+00 1.215702896E+00
1.524993176E+01 1.014010785E+00 1.012542582E+00 1.011441995E+00 1.010571356E+00
