N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.201752077E+00 1.203420091E+00 1.205147451E+00 1.207223745E+00 1.209160828E+00 1.210120392E+00 1.209687648E+00 1.205342890E+00 1.192072401E+00 1.161106142E+00 1.097380910E+00
1.016672606E+01 1.201803352E+00 1.203448944E+00 1.205173548E+00 1.207248083E+00 1.209185006E+00 1.210147387E+00 1.209722361E+00 1.205397042E+00 1.192172871E+00 1.161302751E+00 1.097745949E+00
1.033324570E+01 1.201855614E+00 1.203521930E+00 1.205211745E+00 1.207283699E+00 1.209220396E+00 1.210186876E+00 1.209773081E+00 1.205476065E+00 1.192319359E+00 1.161589350E+00 1.098278332E+00
1.049996187E+01 1.201948221E+00 1.203607907E+00 1.205267605E+00 1.207335778E+00 1.209272101E+00 1.210244523E+00 1.209847005E+00 1.205591047E+00 1.192532226E+00 1.162005743E+00 1.099052444E+00
1.066670514E+01 1.202058207E+00 1.203707650E+00 1.205349193E+00 1.207411826E+00 1.209347556E+00 1.210328499E+00 1.209954441E+00 1.205757715E+00 1.192840174E+00 1.162607940E+00 1.100173172E+00
1.083333839E+01 1.202217804E+00 1.203845868E+00 1.205499434E+00 1.207522603E+00 1.209457348E+00 1.210450413E+00 1.210109853E+00 1.205997909E+00 1.193282753E+00 1.163472847E+00 1.101785411E+00
1.100000000E+01 1.202444235E+00 1.204039074E+00 1.205672269E+00 1.207683439E+00 1.209616487E+00 1.210626523E+00 1.210333264E+00 1.206341241E+00 1.193912760E+00 1.164702929E+00 1.104083354E+00
1.116672606E+01 1.202764489E+00 1.204314983E+00 1.205919759E+00 1.207915832E+00 1.209845881E+00 1.210879168E+00 1.210651490E+00 1.206826341E+00 1.194797469E+00 1.166427757E+00 1.107315064E+00
1.133324570E+01 1.203221826E+00 1.204700631E+00 1.206274404E+00 1.208249303E+00 1.210173981E+00 1.211238121E+00 1.211099088E+00 1.207500746E+00 1.196016247E+00 1.168797927E+00 1.111773271E+00
1.149996187E+01 1.203863481E+00 1.205263254E+00 1.206779074E+00 1.208723266E+00 1.210638225E+00 1.211741405E+00 1.211717968E+00 1.208417813E+00 1.197651407E+00 1.171964169E+00 1.117757189E+00
1.166670514E+01 1.204807788E+00 1.206055558E+00 1.207489333E+00 1.209388135E+00 1.211285622E+00 1.212434809E+00 1.212554755E+00 1.209629033E+00 1.199768464E+00 1.176032996E+00 1.125486843E+00
1.183333839E+01 1.206061683E+00 1.207154148E+00 1.208473210E+00 1.210304712E+00 1.212171438E+00 1.213369077E+00 1.213654955E+00 1.211171195E+00 1.202386555E+00 1.180999564E+00 1.134962505E+00
1.200000000E+01 1.207758666E+00 1.208670292E+00 1.209821325E+00 1.211540467E+00 1.213354888E+00 1.214594183E+00 1.215054688E+00 1.213030485E+00 1.205448862E+00 1.186680116E+00 1.145807500E+00
1.216672606E+01 1.210005608E+00 1.210630127E+00 1.211598449E+00 1.213161725E+00 1.214891457E+00 1.216151353E+00 1.216772717E+00 1.215220977E+00 1.208816071E+00 1.192698545E+00 1.157207734E+00
1.233324570E+01 1.212866738E+00 1.213151414E+00 1.213868166E+00 1.215222509E+00 1.216823029E+00 1.218064870E+00 1.218806526E+00 1.217663213E+00 1.212302669E+00 1.198580588E+00 1.168094244E+00
1.249996187E+01 1.216386619E+00 1.216284220E+00 1.216666541E+00 1.217752923E+00 1.219169027E+00 1.220336870E+00 1.221134243E+00 1.220290511E+00 1.215744326E+00 1.203932816E+00 1.177545207E+00
1.266670514E+01 1.220538548E+00 1.220001464E+00 1.219991938E+00 1.220751969E+00 1.221922532E+00 1.222947667E+00 1.223720559E+00 1.223045834E+00 1.219053335E+00 1.208584389E+00 1.185159786E+00
1.283333839E+01 1.225252387E+00 1.224249139E+00 1.223805579E+00 1.224189129E+00 1.225054107E+00 1.225862553E+00 1.226524727E+00 1.225888017E+00 1.222198733E+00 1.212569004E+00 1.191075377E+00
1.300000000E+01 1.230390055E+00 1.228944587E+00 1.228044888E+00 1.228015662E+00 1.228522835E+00 1.229043394E+00 1.229510217E+00 1.228791100E+00 1.225199732E+00 1.216020097E+00 1.195686568E+00
