fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_335 001_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.428144606E-13 1.000000000E+20 1.215315036E+00 7.503337383E-15 1.763921002E-05 
001_335_SRH 001_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.493930466E-14 1.000000000E+20 1.331790562E+00 5.824931203E-15 3.685618171E-04 
002_335 002_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.491464291E-13 1.000000000E+20 1.242368406E+00 1.011691467E-14 3.159840898E-05 
002_335_SRH 002_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.179353034E-14 1.000000000E+20 1.331956401E+00 8.548562103E-15 3.709596371E-04 
003_335 003_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.582584118E-13 1.000000000E+20 1.265113940E+00 1.402218966E-14 5.289744273E-05 
003_335_SRH 003_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.170428998E-14 1.000000000E+20 1.332196158E+00 1.254489970E-14 3.744629291E-04 
004_335 004_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.713213453E-13 1.000000000E+20 1.283376488E+00 1.980494991E-14 8.181285510E-05 
004_335_SRH 004_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.593921033E-14 1.000000000E+20 1.332540348E+00 1.840780973E-14 3.795705239E-04 
005_335 005_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.899006159E-13 1.000000000E+20 1.297599558E+00 2.832852130E-14 1.182528207E-04 
005_335_SRH 005_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.619307760E-14 1.000000000E+20 1.333029750E+00 2.700746496E-14 3.869945865E-04 
006_335 006_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.160063587E-13 1.000000000E+20 1.308524687E+00 4.086153594E-14 1.615753677E-04 
006_335_SRH 006_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.463637949E-14 1.000000000E+20 1.333716392E+00 3.961830002E-14 3.977384855E-04 
007_335 007_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.520710092E-13 1.000000000E+20 1.316949797E+00 5.926478472E-14 2.108281332E-04 
007_335_SRH 007_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.338800134E-13 1.000000000E+20 1.334662180E+00 5.810605649E-14 4.131910307E-04 
008_335 008_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.007958514E-13 1.000000000E+20 1.323596883E+00 8.626490073E-14 2.653751082E-04 
008_335_SRH 008_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.867902485E-13 1.000000000E+20 1.335933723E+00 8.520166604E-14 4.352243482E-04 
009_335 009_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.648349116E-13 1.000000000E+20 1.329060162E+00 1.258568596E-13 3.256168809E-04 
009_335_SRH 009_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.561179637E-13 1.000000000E+20 1.337591391E+00 1.249037645E-13 4.662695024E-04 
010_335 010_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.463889512E-13 1.000000000E+20 1.333795048E+00 1.838986345E-13 3.934129279E-04 
010_335_SRH 010_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 3.440237217E-13 1.000000000E+20 1.339673927E+00 1.830731250E-13 5.093217798E-04 
011_335 011_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.469518085E-13 1.000000000E+20 1.338123658E+00 2.689930718E-13 4.719750470E-04 
011_335_SRH 011_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 4.517715939E-13 1.000000000E+20 1.342184128E+00 2.683143541E-13 5.678052749E-04 
012_335 012_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 6.675390949E-13 1.000000000E+20 1.342250577E+00 3.937965729E-13 5.652836836E-04 
012_335_SRH 012_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 5.799656564E-13 1.000000000E+20 1.345083885E+00 3.932849471E-13 6.452457456E-04 
013_335 013_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 8.095171238E-13 1.000000000E+20 1.346290086E+00 5.769560601E-13 6.772575294E-04 
013_335_SRH 013_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 7.294690182E-13 1.000000000E+20 1.348305085E+00 5.766335079E-13 7.447807507E-04 
014_335 014_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.756705484E-13 1.000000000E+20 1.350300933E+00 8.459653811E-13 8.110069123E-04 
014_335_SRH 014_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 9.026098258E-13 1.000000000E+20 1.351772381E+00 8.458579704E-13 8.686915402E-04 
015_335 015_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.170862417E-12 1.000000000E+20 1.354318744E+00 1.241371721E-12 9.685006095E-04 
015_335_SRH 015_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.103953853E-12 1.000000000E+20 1.355426263E+00 1.241513539E-12 1.018234471E-03 
016_335 016_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.401948480E-12 1.000000000E+20 1.358377167E+00 1.822980130E-12 1.150764558E-03 
016_335_SRH 016_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.340252230E-12 1.000000000E+20 1.359235842E+00 1.823418122E-12 1.193902076E-03 
017_335 017_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.677235036E-12 1.000000000E+20 1.362515322E+00 2.679029029E-12 1.358363081E-03 
017_335_SRH 017_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.619858766E-12 1.000000000E+20 1.363198347E+00 2.679828002E-12 1.395892307E-03 
018_335 018_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.006053893E-12 1.000000000E+20 1.366775033E+00 3.939777972E-12 1.591731393E-03 
018_335_SRH 018_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 1.952233560E-12 1.000000000E+20 1.367329311E+00 3.941025563E-12 1.624398585E-03 
019_335 019_335.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.398744313E-12 1.000000000E+20 1.371194014E+00 5.797630822E-12 1.851169677E-03 
019_335_SRH 019_335_srh.dat 335 34.61 1.000000000E+00 0.000000000E+00 2.347862754E-12 1.000000000E+20 1.371650244E+00 5.799442367E-12 1.879561986E-03 
