N x
1.9113692E+0 1.0093995E+21
1.9012797E+0 1.0293661E+21
1.8915309E+0 1.0398410E+21
1.8815370E+0 1.0192108E+21
1.8712814E+0 9.9728125E+20
1.8607286E+0 9.9451315E+20
1.8502991E+0 1.0108296E+21
1.8399685E+0 9.9257945E+20
1.8290346E+0 9.8544033E+20
1.8184273E+0 1.0011995E+21
1.8077062E+0 9.9438557E+20
1.7968252E+0 9.9873372E+20
1.7860696E+0 9.8322159E+20
1.7747103E+0 9.7554228E+20
1.7636437E+0 9.8269479E+20
1.7523043E+0 9.9311678E+20
1.7413334E+0 9.9897324E+20
1.7299803E+0 9.5350764E+20
1.7177883E+0 9.6836505E+20
1.7066447E+0 9.8880919E+20
1.6947740E+0 9.7076076E+20
1.6830444E+0 9.7044483E+20
1.6709982E+0 9.6639978E+20
1.6589995E+0 9.6404763E+20
1.6467180E+0 9.5425053E+20
1.6342881E+0 9.4216647E+20
1.6214976E+0 9.5018499E+20
1.6090890E+0 9.6033149E+20
1.5963671E+0 9.4689145E+20
1.5833992E+0 9.3204031E+20
1.5700531E+0 9.4095501E+20
1.5571195E+0 9.3027994E+20
1.5432394E+0 9.2576431E+20
1.5299461E+0 9.3192342E+20
1.5160000E+0 9.1216978E+20
1.5018651E+0 9.1412987E+20
1.4877171E+0 9.0945156E+20
1.4731626E+0 9.0239202E+20
1.4585073E+0 9.0285193E+20
1.4436735E+0 8.9634513E+20
1.4284972E+0 8.8305842E+20
1.4128872E+0 8.7741369E+20
1.3971741E+0 8.7434325E+20
1.3810976E+0 8.6499651E+20
1.3646671E+0 8.6150329E+20
1.3480680E+0 8.5579520E+20
1.3310040E+0 8.4287354E+20
1.3134503E+0 8.2849933E+20
1.2953136E+0 8.1814780E+20
1.2768052E+0 8.2299854E+20
1.2583627E+0 8.3049118E+20
