N x
1.6274195E+0 1.1316743E+21
1.6168435E+0 1.1878213E+21
1.6072072E+0 1.2460423E+21
1.5974537E+0 1.2375529E+21
1.5875652E+0 1.1748356E+21
1.5766282E+0 1.1337118E+21
1.5658428E+0 1.2288975E+21
1.5564584E+0 1.2282674E+21
1.5455217E+0 1.1398796E+21
1.5344165E+0 1.1765923E+21
1.5240191E+0 1.2350804E+21
1.5137888E+0 1.1906052E+21
1.5024673E+0 1.1994711E+21
1.4922507E+0 1.2359516E+21
1.4814097E+0 1.1936525E+21
1.4702899E+0 1.1897021E+21
1.4592118E+0 1.1576081E+21
1.4472964E+0 1.1542905E+21
1.4359738E+0 1.2120069E+21
1.4249886E+0 1.2185349E+21
1.4136087E+0 1.2037099E+21
1.4021684E+0 1.1623481E+21
1.3897761E+0 1.1680306E+21
1.3782559E+0 1.2006097E+21
1.3663070E+0 1.1777596E+21
1.3541239E+0 1.1720412E+21
1.3418403E+0 1.2116242E+21
1.3302469E+0 1.2019796E+21
1.3175456E+0 1.1863710E+21
1.3054110E+0 1.1429320E+21
1.2915027E+0 1.1526963E+21
1.2793461E+0 1.1937917E+21
1.2660676E+0 1.1428153E+21
1.2525065E+0 1.1389806E+21
1.2388480E+0 1.1522926E+21
1.2253071E+0 1.1757370E+21
1.2118966E+0 1.1503673E+21
1.1974430E+0 1.1241441E+21
1.1830515E+0 1.1394894E+21
1.1686392E+0 1.1237286E+21
1.1534742E+0 1.1290857E+21
1.1388316E+0 1.1432369E+21
1.1236431E+0 1.1389786E+21
1.1084920E+0 1.1287310E+21
1.0925988E+0 1.1067681E+21
1.0763770E+0 1.1058580E+21
1.0599751E+0 1.1106360E+21
1.0433909E+0 1.1058617E+21
1.0263150E+0 1.1905285E+21
1.0116492E+0 1.5195058E+21
1.0011067E+0 1.8298888E+21
