N x
1.9307730E+0 1.0077606E+21
1.9207692E+0 9.9946073E+20
1.9105454E+0 1.0023436E+21
1.9004939E+0 1.0092074E+21
1.8902999E+0 1.0081305E+21
1.8801182E+0 1.0122094E+21
1.8698962E+0 1.0123744E+21
1.8596062E+0 1.0106176E+21
1.8492346E+0 9.8054899E+20
1.8381882E+0 9.9108494E+20
1.8279255E+0 1.0023896E+21
1.8169926E+0 9.9618968E+20
1.8064760E+0 9.8989937E+20
1.7952746E+0 9.7620015E+20
1.7843216E+0 9.8968024E+20
1.7732858E+0 9.9446532E+20
1.7623032E+0 9.9112021E+20
1.7510534E+0 9.5535851E+20
1.7390874E+0 9.6174942E+20
1.7278428E+0 9.7390003E+20
1.7160085E+0 9.6374911E+20
1.7043652E+0 9.6739177E+20
1.6924564E+0 9.7156083E+20
1.6807525E+0 9.5255468E+20
1.6681972E+0 9.5489531E+20
1.6563821E+0 9.6078947E+20
1.6437925E+0 9.5602591E+20
1.6316774E+0 9.4992044E+20
1.6187344E+0 9.3863898E+20
1.6061244E+0 9.3513757E+20
1.5928765E+0 9.3091945E+20
1.5799411E+0 9.3480138E+20
1.5665824E+0 9.1951625E+20
1.5529835E+0 9.1720133E+20
1.5393217E+0 9.1391137E+20
1.5253799E+0 9.0612243E+20
1.5112269E+0 9.0393059E+20
1.4969541E+0 9.0071997E+20
1.4824265E+0 8.9451156E+20
1.4676698E+0 8.8890284E+20
1.4526608E+0 8.8452737E+20
1.4374483E+0 8.7321832E+20
1.4217206E+0 8.6812529E+20
1.4059879E+0 8.7070587E+20
1.3899997E+0 8.5089907E+20
1.3731480E+0 8.3786938E+20
1.3562496E+0 8.4155023E+20
1.3391246E+0 8.3121931E+20
1.3213575E+0 8.1903710E+20
1.3032412E+0 8.2869444E+20
1.2854079E+0 8.4111370E+20
