N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+16 310 2.300E-4 2.891780E-1 2.583030E+1 4.553000E-1 7.847440E+1
1.468000E+10 1.000E+16 310 2.300E-4 2.883746E-1 2.572730E+1 4.548300E-1 7.846020E+1
2.154000E+10 1.000E+16 310 2.300E-4 2.872130E-1 2.557930E+1 4.541620E-1 7.843970E+1
3.162000E+10 1.000E+16 310 2.300E-4 2.855444E-1 2.536870E+1 4.532230E-1 7.841030E+1
4.642000E+10 1.000E+16 310 2.300E-4 2.831709E-1 2.507240E+1 4.519260E-1 7.836850E+1
6.813000E+10 1.000E+16 310 2.300E-4 2.798397E-1 2.466270E+1 4.501730E-1 7.830920E+1
1.000000E+11 1.000E+16 310 2.300E-4 2.752517E-1 2.410800E+1 4.477520E-1 7.824470E+1
1.468000E+11 1.000E+16 310 2.300E-4 2.690904E-1 2.336620E+1 4.447120E-1 7.810370E+1
2.154000E+11 1.000E+16 310 2.300E-4 2.610850E-1 2.244880E+1 4.410490E-1 7.798050E+1
3.162000E+11 1.000E+16 310 2.300E-4 2.511013E-1 2.132460E+1 4.366240E-1 7.780100E+1
4.642000E+11 1.000E+16 310 2.300E-4 2.392309E-1 2.004380E+1 4.317150E-1 7.762950E+1
6.813000E+11 1.000E+16 310 2.300E-4 2.258198E-1 1.864080E+1 4.262960E-1 7.745560E+1
1.000000E+12 1.000E+16 310 2.300E-4 2.113885E-1 1.716080E+1 4.206560E-1 7.719540E+1
1.468000E+12 1.000E+16 310 2.300E-4 1.964653E-1 1.567000E+1 4.146550E-1 7.694080E+1
2.154000E+12 1.000E+16 310 2.300E-4 1.814343E-1 1.421300E+1 4.085170E-1 7.670420E+1
3.162000E+12 1.000E+16 310 2.300E-4 1.664929E-1 1.278530E+1 4.020830E-1 7.639450E+1
4.642000E+12 1.000E+16 310 2.300E-4 1.517249E-1 1.141450E+1 3.953040E-1 7.612560E+1
6.813000E+12 1.000E+16 310 2.300E-4 1.372073E-1 1.008790E+1 3.882310E-1 7.575240E+1
1.000000E+13 1.000E+16 310 2.300E-4 1.230702E-1 8.826400E+0 3.807880E-1 7.533720E+1
1.468000E+13 1.000E+16 310 2.300E-4 1.094887E-1 7.644700E+0 3.729010E-1 7.489640E+1
2.154000E+13 1.000E+16 310 2.300E-4 9.664389E-2 6.559100E+0 3.646640E-1 7.444510E+1
3.162000E+13 1.000E+16 310 2.300E-4 8.468745E-2 5.568300E+0 3.560750E-1 7.386210E+1
4.642000E+13 1.000E+16 310 2.300E-4 7.372511E-2 4.682600E+0 3.471230E-1 7.319010E+1
6.813000E+13 1.000E+16 310 2.300E-4 6.381344E-2 3.902000E+0 3.377790E-1 7.241150E+1
1.000000E+14 1.000E+16 310 2.300E-4 5.496420E-2 3.222600E+0 3.280000E-1 7.150220E+1
