T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 TDD11 TDD111 d N_B
320 001_320 36.232 5.633550E-1 3.828254E+1 8.019310E+1 1.729500E+1 4.776960E-1 3.620496E+1 1.000000E+2 1.000000E+10 1.000000E+10 1.000000E+10 1.000000E+10 3.800E-4 3.162E+15
320 002_320 36.232 5.624280E-1 3.825006E+1 8.017490E+1 1.724800E+1 4.769090E-1 3.616610E+1 1.000000E+2 1.468000E+10 1.468000E+10 1.468000E+10 1.468000E+10 3.800E-4 3.162E+15
320 003_320 36.232 5.611350E-1 3.820311E+1 8.014860E+1 1.718150E+1 4.758510E-1 3.610695E+1 1.000000E+2 2.154000E+10 2.154000E+10 2.154000E+10 2.154000E+10 3.800E-4 3.162E+15
320 004_320 36.232 5.593470E-1 3.813573E+1 8.008230E+1 1.708240E+1 4.742460E-1 3.602021E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.162000E+10 3.162000E+10 3.800E-4 3.162E+15
320 005_320 36.232 5.569340E-1 3.803999E+1 8.003980E+1 1.695710E+1 4.717850E-1 3.594232E+1 1.000000E+2 4.642000E+10 4.642000E+10 4.642000E+10 4.642000E+10 3.800E-4 3.162E+15
320 006_320 36.232 5.538510E-1 3.790582E+1 7.998430E+1 1.679200E+1 4.688890E-1 3.581244E+1 1.000000E+2 6.813000E+10 6.813000E+10 6.813000E+10 6.813000E+10 3.800E-4 3.162E+15
320 007_320 36.232 5.500540E-1 3.772141E+1 7.990880E+1 1.658020E+1 4.656850E-1 3.560379E+1 1.000000E+2 1.000000E+11 1.000000E+11 1.000000E+11 1.000000E+11 3.800E-4 3.162E+15
320 008_320 36.232 5.454810E-1 3.747442E+1 7.979030E+1 1.631040E+1 4.612220E-1 3.536349E+1 1.000000E+2 1.468000E+11 1.468000E+11 1.468000E+11 1.468000E+11 3.800E-4 3.162E+15
320 009_320 36.232 5.403930E-1 3.715452E+1 7.968330E+1 1.599890E+1 4.566350E-1 3.503645E+1 1.000000E+2 2.154000E+11 2.154000E+11 2.154000E+11 2.154000E+11 3.800E-4 3.162E+15
320 010_320 36.232 5.348530E-1 3.675691E+1 7.952910E+1 1.563510E+1 4.513770E-1 3.463858E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.162000E+11 3.162000E+11 3.800E-4 3.162E+15
320 011_320 36.232 5.291990E-1 3.628542E+1 7.939210E+1 1.524500E+1 4.462520E-1 3.416236E+1 1.000000E+2 4.642000E+11 4.642000E+11 4.642000E+11 4.642000E+11 3.800E-4 3.162E+15
320 012_320 36.232 5.235250E-1 3.575294E+1 7.920760E+1 1.482570E+1 4.406920E-1 3.364190E+1 1.000000E+2 6.813000E+11 6.813000E+11 6.813000E+11 6.813000E+11 3.800E-4 3.162E+15
320 013_320 36.232 5.179990E-1 3.517741E+1 7.905010E+1 1.440440E+1 4.357350E-1 3.305767E+1 1.000000E+2 1.000000E+12 1.000000E+12 1.000000E+12 1.000000E+12 3.800E-4 3.162E+15
320 014_320 36.232 5.126210E-1 3.457494E+1 7.884340E+1 1.397410E+1 4.302660E-1 3.247777E+1 1.000000E+2 1.468000E+12 1.468000E+12 1.468000E+12 1.468000E+12 3.800E-4 3.162E+15
