T d154 d184 d214 d244
d 150 180 210 240
290 2.630771600E-02 2.638408800E-02 2.565806400E-02 2.608662700E-02
295 2.660986800E-02 2.665730500E-02 2.597595600E-02 2.641800000E-02
300 2.646353700E-02 2.655324700E-02 2.593515200E-02 2.650265100E-02
305 2.615323600E-02 2.628488200E-02 2.567134900E-02 2.620313100E-02
310 2.543984500E-02 2.520456300E-02 2.501671500E-02 2.562520200E-02
315 2.413720600E-02 2.396781900E-02 2.379049000E-02 2.447959000E-02
320 2.107600200E-02 2.148671300E-02 2.097247000E-02 2.165293300E-02
325 1.515201100E-02 1.559342200E-02 1.559457900E-02 1.618254500E-02
330 4.686817000E-03 5.701427000E-03 5.978240000E-03 6.653684000E-03
335 -1.412704600E-02 -1.344510900E-02 -1.134794100E-02 -1.050166000E-02
340 -4.573281100E-02 -4.276149800E-02 -3.989306800E-02 -3.870406800E-02
