T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.226552888E+00 1.204807788E+00 2.174510000E-02 1.226431038E+00 1.204638562E+00 2.179247600E-02 1.218500000E-04 1.692260000E-04
295 1.227052670E+00 1.060290507E+00 1.667621630E-01 1.226943923E+00 1.060055966E+00 1.668879570E-01 1.087470000E-04 2.345410000E-04
300 1.226987949E+00 1.207489333E+00 1.949861600E-02 1.226887819E+00 1.207343492E+00 1.954432700E-02 1.001300000E-04 1.458410000E-04
305 1.225047728E+00 1.071872720E+00 1.531750080E-01 1.224952982E+00 1.071617832E+00 1.533351500E-01 9.474600000E-05 2.548880000E-04
310 1.219241805E+00 1.211285622E+00 7.956183000E-03 1.219151772E+00 1.211141778E+00 8.009994000E-03 9.003300000E-05 1.438440000E-04
315 1.205661009E+00 1.075638548E+00 1.300224610E-01 1.205580048E+00 1.075400241E+00 1.301798070E-01 8.096100000E-05 2.383070000E-04
320 1.177958282E+00 1.212554755E+00 -3.459647300E-02 1.177900539E+00 1.212393745E+00 -3.449320600E-02 5.774300000E-05 1.610100000E-04
325 1.126828097E+00 1.046743820E+00 8.008427700E-02 1.126822551E+00 1.046637247E+00 8.018530400E-02 5.546000000E-06 1.065730000E-04
330 1.042440412E+00 1.199768464E+00 -1.573280520E-01 1.042528960E+00 1.199589409E+00 -1.570604490E-01 -8.854800000E-05 1.790550000E-04
335 1.010824349E+00 1.004004857E+00 6.819492000E-03 1.010769793E+00 1.003979991E+00 6.789802000E-03 5.455600000E-05 2.486600000E-05
340 1.011646246E+00 1.125486843E+00 -1.138405970E-01 1.011585450E+00 1.125394536E+00 -1.138090860E-01 6.079600000E-05 9.230700000E-05
