N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.350460000E-04 6.846060000E-04 5.792970000E-04 5.014690000E-04
1.600000000E+01 5.203106000E-03 4.961600000E-03 4.796209000E-03 4.665838000E-03
1.700000000E+01 3.477522200E-02 3.519859000E-02 3.577123100E-02 3.650358200E-02
1.549996187E+01 4.569800000E-05 -1.194700000E-04 -2.527400000E-04 -3.704010000E-04
1.649996187E+01 1.437594300E-02 1.414545400E-02 1.408779700E-02 1.414609500E-02
1.674996808E+01 2.272092500E-02 2.267131000E-02 2.285324500E-02 2.315725400E-02
1.624993176E+01 8.870834000E-03 8.586921000E-03 8.444724000E-03 8.377698000E-03
1.574996808E+01 2.511857000E-03 2.297462000E-03 2.120811000E-03 1.975959000E-03
1.524993176E+01 6.571450000E-04 5.147950000E-04 4.210090000E-04 3.541860000E-04
