N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 4.838640000E-04 3.762830000E-04 3.052580000E-04 2.556190000E-04
1.600000000E+01 4.581540000E-03 4.246043000E-03 4.027265000E-03 3.880072000E-03
1.700000000E+01 3.054896400E-02 2.977338100E-02 2.942478600E-02 2.933123300E-02
1.549996187E+01 1.222306000E-03 1.090585000E-03 9.970930000E-04 9.199140000E-04
1.649996187E+01 1.259440400E-02 1.185883800E-02 1.144403300E-02 1.119794500E-02
1.674996808E+01 2.000887000E-02 1.915114600E-02 1.869721000E-02 1.847828700E-02
1.624993176E+01 7.690052000E-03 7.155937000E-03 6.834798000E-03 6.630205000E-03
1.574996808E+01 2.616787000E-03 2.408159000E-03 2.265713000E-03 2.169271000E-03
1.524993176E+01 -7.163900000E-05 -1.349060000E-04 -1.893960000E-04 -2.365770000E-04
