N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.651660000E-04 3.043970000E-04 2.647590000E-04 2.359130000E-04
1.600000000E+01 5.293865000E-03 4.448559000E-03 3.874183000E-03 3.465536000E-03
1.700000000E+01 3.711277600E-02 3.443189000E-02 3.253701500E-02 3.113063500E-02
1.549996187E+01 1.582056000E-03 1.320307000E-03 1.149666000E-03 1.032749000E-03
1.649996187E+01 1.562783000E-02 1.375783500E-02 1.239464400E-02 1.137975900E-02
1.674996808E+01 2.482573000E-02 2.246853000E-02 2.072167000E-02 1.940345800E-02
1.624993176E+01 9.301990000E-03 7.971133000E-03 7.031720000E-03 6.358800000E-03
1.574996808E+01 2.921569000E-03 2.435816000E-03 2.111934000E-03 1.887184000E-03
1.524993176E+01 8.263900000E-04 6.946860000E-04 6.097370000E-04 5.514000000E-04
