N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 3.162E+16 340 3.800E-4 3.742337E+1 1.549570E+1 5.238680E-1 7.904020E+1
1.468000E+10 3.162E+16 340 3.800E-4 3.737794E+1 1.547030E+1 5.236990E-1 7.903200E+1
2.154000E+10 3.162E+16 340 3.800E-4 3.731275E+1 1.543390E+1 5.234560E-1 7.902040E+1
3.162000E+10 3.162E+16 340 3.800E-4 3.722014E+1 1.538220E+1 5.231070E-1 7.900430E+1
4.642000E+10 3.162E+16 340 3.800E-4 3.709042E+1 1.531000E+1 5.226150E-1 7.898240E+1
6.813000E+10 3.162E+16 340 3.800E-4 3.691223E+1 1.521090E+1 5.219310E-1 7.895350E+1
1.000000E+11 3.162E+16 340 3.800E-4 3.667374E+1 1.507870E+1 5.210020E-1 7.891660E+1
1.468000E+11 3.162E+16 340 3.800E-4 3.636506E+1 1.490800E+1 5.197660E-1 7.887260E+1
2.154000E+11 3.162E+16 340 3.800E-4 3.598144E+1 1.469630E+1 5.181540E-1 7.882650E+1
3.162000E+11 3.162E+16 340 3.800E-4 3.552584E+1 1.443950E+1 5.162140E-1 7.873700E+1
4.642000E+11 3.162E+16 340 3.800E-4 3.500867E+1 1.415560E+1 5.139740E-1 7.867050E+1
6.813000E+11 3.162E+16 340 3.800E-4 3.444372E+1 1.384610E+1 5.114660E-1 7.859610E+1
1.000000E+12 3.162E+16 340 3.800E-4 3.384230E+1 1.351610E+1 5.086500E-1 7.851860E+1
1.468000E+12 3.162E+16 340 3.800E-4 3.320964E+1 1.316190E+1 5.055330E-1 7.839800E+1
2.154000E+12 3.162E+16 340 3.800E-4 3.254535E+1 1.279590E+1 5.021610E-1 7.829590E+1
3.162000E+12 3.162E+16 340 3.800E-4 3.184638E+1 1.241180E+1 4.984420E-1 7.819140E+1
4.642000E+12 3.162E+16 340 3.800E-4 3.110962E+1 1.200240E+1 4.943770E-1 7.803930E+1
6.813000E+12 3.162E+16 340 3.800E-4 3.033299E+1 1.158020E+1 4.900540E-1 7.790330E+1
1.000000E+13 3.162E+16 340 3.800E-4 2.951544E+1 1.113990E+1 4.853090E-1 7.777050E+1
1.468000E+13 3.162E+16 340 3.800E-4 2.865686E+1 1.067810E+1 4.803600E-1 7.757080E+1
2.154000E+13 3.162E+16 340 3.800E-4 2.775810E+1 1.020710E+1 4.750210E-1 7.741020E+1
3.162000E+13 3.162E+16 340 3.800E-4 2.682094E+1 9.718500E+0 4.694970E-1 7.717820E+1
4.642000E+13 3.162E+16 340 3.800E-4 2.584821E+1 9.221000E+0 4.636320E-1 7.694360E+1
6.813000E+13 3.162E+16 340 3.800E-4 2.484379E+1 8.720500E+0 4.575540E-1 7.671500E+1
1.000000E+14 3.162E+16 340 3.800E-4 2.381257E+1 8.211800E+0 4.512580E-1 7.642010E+1
