fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc FF Pm Vm Im rmsre 
00L1 29956 320.07 36.224 1.000000000E+00 8.267724321E-01 2.990917260E-10 6.916213649E+02 1.409950542E+01 1.032440137E-18 7.402761557E-03 4.739733635E-01 7.401761557E-03 7.044533982E-01 2.471390054E-03 3.468897240E-01 7.106048876E-03 3.146954869E-01 
00L2 29970 320.11 36.219 1.000000000E+00 8.520410365E-16 1.000000020E-17 8.214684033E+04 1.403349466E+00 2.603414368E-08 7.109789233E-03 4.995282127E-01 6.838319137E-03 -1.624738967E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.210962791E+00 
00L3 30208 320.12 36.218 1.000000000E+00 7.062397886E-01 1.693756666E-10 5.613471163E+03 1.409739257E+00 1.784047789E-08 7.147625837E-03 4.739415855E-01 7.042812665E-03 -1.662731136E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.946101509E-01 
00L4 30224 320.12 36.218 1.000000000E+00 8.811506998E-01 2.885379100E-10 5.413958691E+19 3.063269828E+00 2.318262764E-06 7.119222586E-03 4.793614388E-01 7.118222586E-03 4.372079419E-01 1.491841560E-03 3.593123217E-01 4.151102026E-03 4.302475762E+00 
00L5 30404 320.02 36.23 1.000000000E+00 2.516689453E-15 1.103107813E-10 4.294736644E+19 1.475107755E+01 1.000219384E-18 5.106104614E-03 4.730946008E-01 3.972306035E-03 -2.953264136E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.219074942E+01 
00L6 30420 320.09 36.222 1.000000000E+00 7.070215302E-01 1.657083480E-10 3.117729886E+04 1.400911615E+00 1.722302279E-08 7.100061976E-03 4.735773300E-01 6.797979001E-03 6.830837202E-01 2.199098379E-03 2.971846897E-01 7.375329499E-03 7.874094936E-01 
00L7 30602 320.07 36.224 1.000000000E+00 6.368844740E-01 1.000000006E-17 3.034180723E+03 1.150405275E+00 2.652376310E-09 7.174692434E-03 4.790657349E-01 7.172514178E-03 7.285347490E-01 2.503322459E-03 3.741177900E-01 6.690936231E-03 3.232964733E+00 
00L8 30620 320.11 36.219 1.000000000E+00 9.896044597E-01 3.302720245E-10 4.454698347E+19 3.495160812E+00 3.506011110E-06 7.123763325E-03 4.733964546E-01 7.122763325E-03 -1.645960725E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 6.071367276E-01 
00L9 30800 320.07 36.224 1.000000000E+00 3.446117968E-15 1.000000016E-17 6.488902939E+02 1.215538045E+00 3.508329978E-09 7.425393048E-03 4.784765458E-01 7.424393048E-03 7.438130575E-01 2.642319974E-03 3.705293880E-01 7.168349218E-03 1.993143392E+00 
0L10 30820 320.1 36.221 1.000000000E+00 9.666429408E-01 3.196743135E-10 1.666293150E+18 4.235984533E+00 8.590902425E-06 7.118758876E-03 4.732871292E-01 6.526148195E-03 -1.796848070E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 1.084927271E+00 
0L11 31002 320.07 36.224 1.000000000E+00 6.769127149E-01 1.336898495E-10 5.677845220E+03 1.312840550E+00 9.519539448E-09 7.148503074E-03 4.731672974E-01 6.748521137E-03 -1.738079549E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.015958067E-01 
0L12 31016 320.09 36.222 1.000000000E+00 8.386389965E-01 2.832509213E-10 8.851282426E+19 2.757610717E+00 1.669520211E-06 7.124204846E-03 4.731917595E-01 7.123204846E-03 -1.646570675E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.415826385E-01 
0L13 31206 320.06 36.225 1.000000000E+00 5.177574059E-01 2.158598810E-10 2.176695378E+02 1.440811573E+01 1.473478024E-18 8.158670153E-03 4.733602429E-01 8.157670153E-03 6.450385488E-01 2.490827145E-03 3.310575005E-01 7.583675603E-03 4.090027874E+00 
0L14 31228 320.1 36.221 1.000000000E+00 9.156991988E-01 2.859505481E-10 1.377068637E+04 1.871295600E+00 1.475886920E-07 7.123691834E-03 4.731039131E-01 7.122691834E-03 -1.646995028E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.411407454E-01 
0L15 31406 320.06 36.225 1.000000000E+00 9.432015230E-01 2.720976585E-10 2.570547639E+03 1.458341978E+01 1.013083115E-18 7.173894461E-03 4.779017065E-01 7.171287097E-03 7.584435216E-01 2.599315143E-03 3.464033974E-01 7.459295879E-03 2.771968163E+00 
0L16 31422 320.06 36.225 1.000000000E+00 4.379715476E-01 1.399075507E-11 9.026921589E+03 1.245202966E+00 7.297618622E-09 7.121261871E-03 4.641658292E-01 6.828970075E-03 7.947196206E-01 2.519082033E-03 3.300832359E-01 7.701227465E-03 4.688669819E+00 
0L17 31600 320.07 36.224 1.000000000E+00 8.110495596E-01 1.000000019E-17 3.086705097E+03 1.114629784E+00 1.900580219E-09 7.173625965E-03 4.519518318E-01 7.171571442E-03 7.783719546E-01 2.522862954E-03 3.728803917E-01 6.764177387E-03 1.097723369E+00 
0L18 31616 320.08 36.223 1.000000000E+00 1.011246788E+00 1.000000471E-17 2.659046609E+03 1.090208566E+00 1.337203161E-09 7.168174032E-03 4.726491358E-01 7.167174032E-03 -1.638348036E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.432051123E+00 
0L19 31800 320.08 36.223 1.000000000E+00 6.791538333E-01 1.000000024E-17 3.030329909E+03 1.133565650E+00 2.191868780E-09 7.173489172E-03 4.786014526E-01 7.171357972E-03 -1.617028108E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.725181345E+00 
0L20 32002 320.07 36.224 1.000000000E+00 7.848480315E-01 1.000000036E-17 2.782228837E+03 1.099038760E+00 1.450524340E-09 7.170033736E-03 4.783016403E-01 7.167215212E-03 -1.618976957E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 4.231635660E+00 
0L21 32022 320.09 36.222 1.000000000E+00 7.858824386E-01 2.342361104E-10 1.162790568E+04 1.662918201E+00 6.981803281E-08 7.122970071E-03 4.730210823E-01 7.121970071E-03 -1.647450375E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 2.263397504E-01 
0L22 32200 320.07 36.224 1.000000000E+00 6.987968455E-01 1.000000004E-17 3.139402586E+03 1.146514683E+00 2.704346030E-09 7.170658376E-03 4.730576706E-01 7.168773218E-03 6.886524360E-01 2.335387863E-03 3.097446537E-01 7.580084035E-03 3.452207137E-01 
0L23 32214 320.07 36.224 1.000000000E+00 8.649010593E-01 2.752483584E-10 1.359284391E+04 1.933671621E+00 1.860411289E-07 7.124630332E-03 4.730024643E-01 7.123630332E-03 -1.647131244E+05 -5.550000000E+02 5.550000000E+02 -5.550000000E+02 3.359382800E-01 
